year,origin,destination,GWP
2016,FR,IE,1136073186.16707
2016,FR,IN,2047101580.92553
2016,FR,IT,11607788344.4906
2016,FR,JP,4688728009.20384
2016,FR,KR,2218281315.21192
2016,FR,LT,109708901.765893
2016,FR,LU,412240276.242763
2016,FR,LV,55107557.8113836
2016,FR,MT,41388442.4051846
2016,FR,MX,1434288413.95655
2016,FR,NL,3356973424.6098
2016,FR,NO,799576543.916929
2016,FR,PL,1460010143.73165
2016,FR,PT,964708882.496041
2016,FR,RO,660466868.105145
2016,FR,RU,2036889543.56744
2016,FR,SE,1384893658.32005
2016,FR,SI,105429147.390654
2016,FR,SK,383729905.847773
2016,FR,TR,1700226145.9756
2016,FR,TW,1803726798.93706
2016,FR,US,19139256800.5561
2016,FR,WA,7406469217.06438
2016,FR,WE,812233130.086915
2016,FR,WF,7907054505.83929
2016,FR,WL,2662002780.75601
2016,FR,WM,6793125409.05463
2016,FR,ZA,265842032.211725
2016,GB,AT,774291815.173411
2016,GB,AU,1770996572.69955
2016,GB,BE,2711227661.47198
2016,GB,BG,274335792.183596
2016,GB,BR,1342001198.91709
2016,GB,CA,2339782164.69245
2016,GB,CH,2321958089.30562
2016,GB,CN,18099136019.1204
2016,GB,CY,89482468.5497465
2016,GB,CZ,514651320.520883
2016,GB,DE,10598002522.0507
2016,GB,DK,987732924.66865
2016,GB,EE,63986644.4981778
2016,GB,ES,3604062391.75909
2016,GB,FI,667567033.650869
2016,GB,FR,8685098562.83925
2016,GB,GB,364238412592.984
2016,GB,GR,495662562.190814
2016,GB,HR,71202180.0698274
2016,GB,HU,296541052.73319
2016,GB,ID,563804057.307234
2016,GB,IE,5874037449.95315
2016,GB,IN,2622763053.12315
2016,GB,IT,3844655090.63026
2016,GB,JP,5886807425.18525
2016,GB,KR,3083596169.23637
2016,GB,LT,90031394.3167212
2016,GB,LU,246288794.719532
2016,GB,LV,64454716.0654461
2016,GB,MT,41792544.4966247
2016,GB,MX,1630485184.56401
2016,GB,NL,4117793336.13257
2016,GB,NO,1190523557.52667
2016,GB,PL,1120766815.99069
2016,GB,PT,645387322.493356
2016,GB,RO,304327992.833875
2016,GB,RU,2209196807.26653
2016,GB,SE,1767285575.0478
2016,GB,SI,79213465.346324
2016,GB,SK,195751804.46995
2016,GB,TR,1801812223.65217
2016,GB,TW,2110392230.99271
2016,GB,US,27502964377.3324
2016,GB,WA,8707777647.74104
2016,GB,WE,1127748319.64236
2016,GB,WF,4063236035.78696
2016,GB,WL,3480307006.41149
2016,GB,WM,8302817549.96867
2016,GB,ZA,533026286.453531
2016,GR,AT,304063141.239289
2016,GR,AU,555580317.188411
2016,GR,BE,604338897.817541
2016,GR,BG,608134367.277803
2016,GR,BR,368941153.963512
2016,GR,CA,589678938.03381
2016,GR,CH,793111145.347562
2016,GR,CN,7219286672.84258
2016,GR,CY,533181808.201084
2016,GR,CZ,220353183.252408
2016,GR,DE,2835237254.4261
2016,GR,DK,246824761.088013
2016,GR,EE,23667513.5030087
2016,GR,ES,731839967.474561
2016,GR,FI,258169208.665007
2016,GR,FR,2053201197.17865
2016,GR,GB,2171369099.8416
2016,GR,GR,107788988500.281
2016,GR,HR,69670723.8139842
2016,GR,HU,145677804.119126
2016,GR,ID,197717151.615429
2016,GR,IE,255618315.611235
2016,GR,IN,1128772381.32669
2016,GR,IT,2495556820.92638
2016,GR,JP,1961641539.90639
2016,GR,KR,1025378891.02321
2016,GR,LT,38987584.3084099
2016,GR,LU,34914938.0034031
2016,GR,LV,22578327.2385839
2016,GR,MT,36012965.2901708
2016,GR,MX,664075824.546137
2016,GR,NL,483752546.791296
2016,GR,NO,353485192.883703
2016,GR,PL,630941261.287179
2016,GR,PT,209323836.720799
2016,GR,RO,523889589.186395
2016,GR,RU,554621437.994082
2016,GR,SE,414593699.311474
2016,GR,SI,203880037.333905
2016,GR,SK,103745411.99015
2016,GR,TR,1540997215.82538
2016,GR,TW,2716649364.24991
2016,GR,US,5719268406.83039
2016,GR,WA,2436161565.98907
2016,GR,WE,657744571.391074
2016,GR,WF,1848347648.12606
2016,GR,WL,1145011702.37557
2016,GR,WM,3142071205.21628
2016,GR,ZA,80067511.2099695
2016,HR,AT,169174056.9715
2016,HR,AU,90908743.409138
2016,HR,BE,87928715.3743425
2016,HR,BG,33508977.2582131
2016,HR,BR,59274998.4939158
2016,HR,CA,99400077.9301838
2016,HR,CH,117396006.787885
2016,HR,CN,310832411.059462
2016,HR,CY,10084994.5883016
2016,HR,CZ,70638830.2509672
2016,HR,DE,511972381.649764
2016,HR,DK,40111473.0862523
2016,HR,EE,9814846.14007064
2016,HR,ES,100342206.282561
2016,HR,FI,47890654.6141221
2016,HR,FR,210231703.186694
2016,HR,GB,199281387.267191
2016,HR,GR,44593954.6486429
2016,HR,HR,15325897506.6956
2016,HR,HU,391846160.36759
2016,HR,ID,42765140.1997569
2016,HR,IE,73677477.5439255
2016,HR,IN,121751697.092517
2016,HR,IT,552645489.403843
2016,HR,JP,146162973.726334
2016,HR,KR,88650107.7029901
2016,HR,LT,12350819.5874737
2016,HR,LU,9080966.96990971
2016,HR,LV,10533442.1866738
2016,HR,MT,8538030.91593313
2016,HR,MX,78615358.4947602
2016,HR,NL,82903848.8905682
2016,HR,NO,89972831.8092398
2016,HR,PL,99268676.968921
2016,HR,PT,44921837.4539745
2016,HR,RO,78749858.9369044
2016,HR,RU,147157721.984694
2016,HR,SE,90617548.4637047
2016,HR,SI,512659370.440681
2016,HR,SK,51573716.983183
2016,HR,TR,106858352.193462
2016,HR,TW,749617807.186512
2016,HR,US,420768839.128797
2016,HR,WA,253853377.043319
2016,HR,WE,723189685.707088
2016,HR,WF,169072322.849337
2016,HR,WL,116629855.481038
2016,HR,WM,364135025.030315
2016,HR,ZA,18340356.9268062
2016,HU,AT,1023865793.85156
2016,HU,AU,310858491.449579
2016,HU,BE,353089425.255947
2016,HU,BG,161659412.945574
2016,HU,BR,203658161.125275
2016,HU,CA,363607676.726896
2016,HU,CH,426459829.758264
2016,HU,CN,1269249257.86879
2016,HU,CY,32828200.1096462
2016,HU,CZ,430354868.112325
2016,HU,DE,3517512563.3965
2016,HU,DK,183477382.520136
2016,HU,EE,33829631.4814216
2016,HU,ES,488711304.468688
2016,HU,FI,153922676.664602
2016,HU,FR,1112272606.01232
2016,HU,GB,1062207091.46362
2016,HU,GR,225010278.290716
2016,HU,HR,769509023.732782
2016,HU,HU,35082050948.0474
2016,HU,ID,138165637.911978
2016,HU,IE,229713936.492668
2016,HU,IN,342818981.301593
2016,HU,IT,1268354195.60103
2016,HU,JP,502298575.264058
2016,HU,KR,316195143.03663
2016,HU,LT,49507914.3061623
2016,HU,LU,36589531.8249744
2016,HU,LV,33204537.6864477
2016,HU,MT,6822291.18998044
2016,HU,MX,261298635.218118
2016,HU,NL,505003321.164307
2016,HU,NO,276059461.873419
2016,HU,PL,723946294.408141
2016,HU,PT,158808983.64388
2016,HU,RO,1449689668.63986
2016,HU,RU,599092742.260857
2016,HU,SE,351039702.876802
2016,HU,SI,164385578.83044
2016,HU,SK,657652585.970273
2016,HU,TR,624485064.408799
2016,HU,TW,1159601301.87465
2016,HU,US,1390391641.32531
2016,HU,WA,1032087102.45528
2016,HU,WE,921825089.264194
2016,HU,WF,523995680.155979
2016,HU,WL,501806038.521074
2016,HU,WM,1254546383.82972
2016,HU,ZA,64494264.3912504
2016,ID,AT,252620352.194356
2016,ID,AU,2360606290.3912
2016,ID,BE,653302186.956925
2016,ID,BG,56445544.0996431
2016,ID,BR,606203663.876767
2016,ID,CA,1071973141.76917
2016,ID,CH,1128367435.5453
2016,ID,CN,21786305096.8811
2016,ID,CY,21845234.2092981
2016,ID,CZ,171821192.472801
2016,ID,DE,2725654681.87543
2016,ID,DK,177633850.838984
2016,ID,EE,32738320.7617931
2016,ID,ES,810391324.344935
2016,ID,FI,213684323.673296
2016,ID,FR,1409734811.708
2016,ID,GB,2015710334.26255
2016,ID,GR,155300949.526092
2016,ID,HR,43849825.8613233
2016,ID,HU,109978602.089382
2016,ID,ID,679433948606.34
2016,ID,IE,337252476.858047
2016,ID,IN,10127599144.9767
2016,ID,IT,1257759836.09946
2016,ID,JP,10104910103.7649
2016,ID,KR,6122021960.47288
2016,ID,LT,30817066.1415395
2016,ID,LU,43430449.9428378
2016,ID,LV,34626848.2710776
2016,ID,MT,15912594.6951722
2016,ID,MX,952609709.183566
2016,ID,NL,879820598.583975
2016,ID,NO,366600305.594289
2016,ID,PL,445077977.409129
2016,ID,PT,149775058.050861
2016,ID,RO,139743338.220045
2016,ID,RU,999240061.817717
2016,ID,SE,338604789.157409
2016,ID,SI,60391204.2122228
2016,ID,SK,105550769.238923
2016,ID,TR,1085047434.02737
2016,ID,TW,1850544098.10559
2016,ID,US,14156642551.8521
2016,ID,WA,42481238749.7373
2016,ID,WE,304087767.419877
2016,ID,WF,2753664580.24585
2016,ID,WL,2208297174.60993
2016,ID,WM,7143170498.09275
2016,ID,ZA,130696055.503737
2016,IE,AT,245630059.315396
2016,IE,AU,500282126.604977
2016,IE,BE,672990192.107706
2016,IE,BG,48316787.6831749
2016,IE,BR,1102771449.29248
2016,IE,CA,618794894.67609
2016,IE,CH,694771889.385009
2016,IE,CN,2417728757.70773
2016,IE,CY,64869050.9224408
2016,IE,CZ,153581742.729715
2016,IE,DE,2321317875.0565
2016,IE,DK,350547746.372929
2016,IE,EE,35256195.8984353
2016,IE,ES,1162273573.83682
2016,IE,FI,360539594.253239
2016,IE,FR,2035956269.17291
2016,IE,GB,11635092933.0529
2016,IE,GR,282297665.658876
2016,IE,HR,33371670.223367
2016,IE,HU,153980726.85583
2016,IE,ID,290230125.841295
2016,IE,IE,31434470387.4629
2016,IE,IN,666197129.069526
2016,IE,IT,1385156724.06407
2016,IE,JP,1271468174.23515
2016,IE,KR,670662770.677292
2016,IE,LT,33147214.7905269
2016,IE,LU,72441036.6896544
2016,IE,LV,30109486.3214508
2016,IE,MT,12022707.1725899
2016,IE,MX,510046157.862185
2016,IE,NL,1113373554.13487
2016,IE,NO,414978907.40421
2016,IE,PL,298912691.572838
2016,IE,PT,287899950.731086
2016,IE,RO,119052655.483043
2016,IE,RU,877778448.0168
2016,IE,SE,656312430.153871
2016,IE,SI,42114337.3557326
2016,IE,SK,110860668.052167
2016,IE,TR,556473503.011045
2016,IE,TW,677445540.465048
2016,IE,US,3650002344.26157
2016,IE,WA,2322067590.90054
2016,IE,WE,640951548.245804
2016,IE,WF,1353136123.31964
2016,IE,WL,1288342533.71154
2016,IE,WM,2031838785.63813
2016,IE,ZA,452481107.501748
2016,IN,AT,1292892119.68214
2016,IN,AU,5743523500.81996
2016,IN,BE,4516699264.50205
2016,IN,BG,305147759.44159
2016,IN,BR,3091719139.7855
2016,IN,CA,4979941921.82645
2016,IN,CH,3550900926.30177
2016,IN,CN,27027471222.0775
2016,IN,CY,117044351.624517
2016,IN,CZ,852217747.410398
2016,IN,DE,13883788231.7593
2016,IN,DK,1065188418.44147
2016,IN,EE,134880498.504723
2016,IN,ES,4223757177.97193
2016,IN,FI,962117316.535905
2016,IN,FR,9148440659.7456
2016,IN,GB,14064914011.1907
2016,IN,GR,668534139.092153
2016,IN,HR,182582834.251155
2016,IN,HU,616349151.74407
2016,IN,ID,3845164098.86658
2016,IN,IE,1921504349.53785
2016,IN,IN,2697348423208.99
2016,IN,IT,6543996307.3831
2016,IN,JP,9292234130.6873
2016,IN,KR,6053712404.47524
2016,IN,LT,141603944.222087
2016,IN,LU,282095654.212836
2016,IN,LV,112316161.912351
2016,IN,MT,72026772.8454458
2016,IN,MX,5639919884.84568
2016,IN,NL,4108893301.54767
2016,IN,NO,1392668304.49987
2016,IN,PL,2156193278.12689
2016,IN,PT,862431050.056805
2016,IN,RO,631191172.31509
2016,IN,RU,3780962502.45143
2016,IN,SE,2057593157.90007
2016,IN,SI,224746312.359551
2016,IN,SK,439262436.58665
2016,IN,TR,6741985410.55631
2016,IN,TW,3877801022.56036
2016,IN,US,66764076278.2725
2016,IN,WA,118445911141.327
2016,IN,WE,2338988983.77164
2016,IN,WF,25616235153.3666
2016,IN,WL,13815818298.8254
2016,IN,WM,100980516294.779
2016,IN,ZA,827945677.620148
2016,IT,AT,1270402767.81792
2016,IT,AU,1038259918.3079
2016,IT,BE,1407515516.77516
2016,IT,BG,311949397.453273
2016,IT,BR,688027320.913453
2016,IT,CA,1288654180.5646
2016,IT,CH,3037483366.52504
2016,IT,CN,5497481205.48013
2016,IT,CY,55082536.2668823
2016,IT,CZ,598650789.042837
2016,IT,DE,8821266905.29464
2016,IT,DK,458954719.59842
2016,IT,EE,57486445.2617032
2016,IT,ES,2334430660.51792
2016,IT,FI,357255709.817812
2016,IT,FR,7163896833.71838
2016,IT,GB,4756237308.40136
2016,IT,GR,618579680.39168
2016,IT,HR,380865417.255246
2016,IT,HU,392543973.18513
2016,IT,ID,340672482.62369
2016,IT,IE,629291871.804869
2016,IT,IN,1369970636.49056
2016,IT,IT,321103185298.925
2016,IT,JP,1962291772.65051
2016,IT,KR,1129223683.0967
2016,IT,LT,110441638.262857
2016,IT,LU,81505434.7511462
2016,IT,LV,52653739.0418787
2016,IT,MT,156083600.111526
2016,IT,MX,916301012.493698
2016,IT,NL,1363267935.66813
2016,IT,NO,604166240.187785
2016,IT,PL,1330640618.92358
2016,IT,PT,428195958.902786
2016,IT,RO,783502960.19033
2016,IT,RU,1476429400.79722
2016,IT,SE,989209750.529866
2016,IT,SI,367156199.886919
2016,IT,SK,343793588.375636
2016,IT,TR,1769941785.40467
2016,IT,TW,1308408038.61678
2016,IT,US,9751777470.49243
2016,IT,WA,5059131792.46979
2016,IT,WE,850038859.983463
2016,IT,WF,3680834686.01963
2016,IT,WL,1935989592.61116
2016,IT,WM,6831793031.1458
2016,IT,ZA,106636232.310734
2016,JP,AT,438435600.193587
2016,JP,AU,4227576929.25288
2016,JP,BE,1416104426.97547
2016,JP,BG,64808766.4487621
2016,JP,BR,1396634464.43787
2016,JP,CA,2865145362.75538
2016,JP,CH,1789482202.16014
2016,JP,CN,58121499708.1683
2016,JP,CY,49124856.051866
2016,JP,CZ,293997749.353625
2016,JP,DE,5945278424.64508
2016,JP,DK,672423054.065735
2016,JP,EE,38458172.7671522
2016,JP,ES,1421620333.04334
2016,JP,FI,424659666.218898
2016,JP,FR,4466793389.71992
2016,JP,GB,4818223382.75078
2016,JP,GR,281292404.884259
2016,JP,HR,44735180.3381645
2016,JP,HU,252256621.715282
2016,JP,ID,2925905185.56285
2016,JP,IE,752004119.036398
2016,JP,IN,5214970768.85432
2016,JP,IT,2230257823.69941
2016,JP,JP,1059152168803.24
2016,JP,KR,10240997668.4836
2016,JP,LT,39017894.9853726
2016,JP,LU,70885058.1257209
2016,JP,LV,30100409.4661025
2016,JP,MT,78198069.7045601
2016,JP,MX,3924016647.07126
2016,JP,NL,1665774800.32146
2016,JP,NO,785337878.856416
2016,JP,PL,608516281.362609
2016,JP,PT,225732946.37448
2016,JP,RO,185928988.971602
2016,JP,RU,2077640788.72349
2016,JP,SE,812020525.63508
2016,JP,SI,59164757.0416895
2016,JP,SK,131077971.81004
2016,JP,TR,1467866475.62875
2016,JP,TW,1980851567.60473
2016,JP,US,36393190212.6476
2016,JP,WA,47847411790.4513
2016,JP,WE,601707290.196584
2016,JP,WF,3865163417.9297
2016,JP,WL,7496425008.98765
2016,JP,WM,11974930851.5948
2016,JP,ZA,257661704.487275
2016,KR,AT,426707660.198003
2016,KR,AU,3819930511.22857
2016,KR,BE,1239911166.7531
2016,KR,BG,97522925.0989469
2016,KR,BR,1476065613.69834
2016,KR,CA,2592717033.76946
2016,KR,CH,1392412546.13096
2016,KR,CN,45437616458.8682
2016,KR,CY,76422064.7181602
2016,KR,CZ,430969659.72598
2016,KR,DE,5303609012.76103
2016,KR,DK,664329825.476109
2016,KR,EE,42566671.0898423
2016,KR,ES,1805052071.09819
2016,KR,FI,414283996.781144
2016,KR,FR,3921162076.8895
2016,KR,GB,4679381158.3784
2016,KR,GR,536996268.051344
2016,KR,HR,62946924.1531536
2016,KR,HU,248656462.039635
2016,KR,ID,2477869588.13804
2016,KR,IE,644332497.996826
2016,KR,IN,6599271652.55279
2016,KR,IT,2389931110.67986
2016,KR,JP,12201056922.9928
2016,KR,KR,503504958479.907
2016,KR,LT,51652991.7209096
2016,KR,LU,74268806.4087792
2016,KR,LV,36163813.2433139
2016,KR,MT,81094412.79686
2016,KR,MX,3266580898.22737
2016,KR,NL,1574896534.00546
2016,KR,NO,1258220134.76541
2016,KR,PL,708232364.852032
2016,KR,PT,304316428.165048
2016,KR,RO,247125656.183937
2016,KR,RU,2584972483.69022
2016,KR,SE,773858960.170586
2016,KR,SI,185484412.411871
2016,KR,SK,257318038.716758
2016,KR,TR,2294519092.99711
2016,KR,TW,1956998546.60817
2016,KR,US,27867754747.4738
2016,KR,WA,39797860678.9553
2016,KR,WE,876764925.41462
2016,KR,WF,5450051493.58149
2016,KR,WL,7044183395.03253
2016,KR,WM,12313437766.4821
2016,KR,ZA,479446718.563497
2016,LT,AT,201029861.949955
2016,LT,AU,213113202.80254
2016,LT,BE,198077452.705584
2016,LT,BG,26295960.5291395
2016,LT,BR,82283377.7523308
2016,LT,CA,266367309.304176
2016,LT,CH,195636860.528185
2016,LT,CN,466378516.649022
2016,LT,CY,19135666.327903
2016,LT,CZ,105670796.893125
2016,LT,DE,711772250.850379
2016,LT,DK,116566058.103202
2016,LT,EE,167039413.422211
2016,LT,ES,353412349.820099
2016,LT,FI,120038723.023739
2016,LT,FR,445734705.408686
2016,LT,GB,482585822.421371
2016,LT,GR,63798945.9508985
2016,LT,HR,27207482.3287268
2016,LT,HU,80693836.6065718
2016,LT,ID,144383019.978766
2016,LT,IE,84326835.6425661
2016,LT,IN,214317335.814782
2016,LT,IT,350187342.273307
2016,LT,JP,173145271.544792
2016,LT,KR,92581019.8353006
2016,LT,LT,13012354270.0587
2016,LT,LU,45069881.5392631
2016,LT,LV,485274847.568473
2016,LT,MT,4546739.60101491
2016,LT,MX,77957648.9201392
2016,LT,NL,288195438.743465
2016,LT,NO,183357069.073001
2016,LT,PL,714353262.832359
2016,LT,PT,91166255.7099629
2016,LT,RO,74315515.5552572
2016,LT,RU,219934687.933317
2016,LT,SE,221292151.47186
2016,LT,SI,28507346.4712329
2016,LT,SK,69870025.6129845
2016,LT,TR,175768910.051616
2016,LT,TW,451301692.149013
2016,LT,US,897073739.704588
2016,LT,WA,472900557.809566
2016,LT,WE,281076890.491365
2016,LT,WF,354859152.276831
2016,LT,WL,162765397.1255
2016,LT,WM,843229899.195515
2016,LT,ZA,53965237.2430157
2016,LU,AT,55786019.8699812
2016,LU,AU,95035379.1100068
2016,LU,BE,84750777.5817365
2016,LU,BG,12700623.8158552
2016,LU,BR,79670383.8714203
2016,LU,CA,105021853.060075
2016,LU,CH,114394303.355877
2016,LU,CN,330225029.881642
2016,LU,CY,14264200.3443625
2016,LU,CZ,40272289.7299507
2016,LU,DE,468606464.754702
2016,LU,DK,65497388.9609854
2016,LU,EE,7367933.96411727
2016,LU,ES,139566669.026701
2016,LU,FI,51417384.0012878
2016,LU,FR,460229592.712269
2016,LU,GB,328414537.393623
2016,LU,GR,61525240.0172255
2016,LU,HR,8755354.81738758
2016,LU,HU,40171658.1476705
2016,LU,ID,52149812.0570904
2016,LU,IE,73350832.2938071
2016,LU,IN,122557037.877842
2016,LU,IT,187172479.362826
2016,LU,JP,149311299.936588
2016,LU,KR,101518583.202544
2016,LU,LT,9713441.72580318
2016,LU,LU,2451524832.96426
2016,LU,LV,7502968.75465787
2016,LU,MT,1951697.36010069
2016,LU,MX,90388985.6137914
2016,LU,NL,240416679.361569
2016,LU,NO,78129487.7339253
2016,LU,PL,83621525.4452189
2016,LU,PT,59230151.6944504
2016,LU,RO,32775742.8499505
2016,LU,RU,128950033.985572
2016,LU,SE,104628050.871411
2016,LU,SI,9218350.83585049
2016,LU,SK,22782680.0549499
2016,LU,TR,86111690.3098349
2016,LU,TW,320276062.616634
2016,LU,US,400162885.511637
2016,LU,WA,321067246.462309
2016,LU,WE,78374596.5698469
2016,LU,WF,174887268.855968
2016,LU,WL,182984434.091478
2016,LU,WM,293565628.575184
2016,LU,ZA,48357673.5166328
2016,LV,AT,45321245.4781766
2016,LV,AU,52277634.3843281
2016,LV,BE,66534165.9340542
2016,LV,BG,18947828.7997146
2016,LV,BR,30507418.6855741
2016,LV,CA,54937349.9184211
2016,LV,CH,57317300.6874663
2016,LV,CN,182561170.997343
2016,LV,CY,9346327.16817847
2016,LV,CZ,43500945.8352421
2016,LV,DE,342171322.574358
2016,LV,DK,83235725.7271733
2016,LV,EE,227259528.717396
2016,LV,ES,98147750.9770723
2016,LV,FI,91919873.7273856
2016,LV,FR,133198708.159421
2016,LV,GB,207772220.382606
2016,LV,GR,27278328.0400991
2016,LV,HR,10130933.3558492
2016,LV,HU,29531799.0220966
2016,LV,ID,33009348.00606
2016,LV,IE,49258734.4063464
2016,LV,IN,65668764.2211624
2016,LV,IT,95098879.1389761
2016,LV,JP,72686633.1333659
2016,LV,KR,44429303.7973621
2016,LV,LT,625495155.268545
2016,LV,LU,9681210.8736285
2016,LV,LV,8356398399.62953
2016,LV,MT,2533105.850814
2016,LV,MX,33213907.110526
2016,LV,NL,160493805.006258
2016,LV,NO,132872613.663965
2016,LV,PL,191238635.094091
2016,LV,PT,33642862.4928741
2016,LV,RO,30307710.4819723
2016,LV,RU,172413303.330116
2016,LV,SE,226342223.906876
2016,LV,SI,12379061.3091647
2016,LV,SK,28860553.229088
2016,LV,TR,151135985.58173
2016,LV,TW,334002363.707714
2016,LV,US,207140628.458204
2016,LV,WA,218727793.323763
2016,LV,WE,65682760.4406051
2016,LV,WF,233640917.644609
2016,LV,WL,70144291.8860553
2016,LV,WM,298650348.185651
2016,LV,ZA,13753106.149864
2016,MT,AT,24436859.4789289
2016,MT,AU,37672376.7990575
2016,MT,BE,30054471.8185481
2016,MT,BG,11214747.0887763
2016,MT,BR,33900157.4115152
2016,MT,CA,34697980.3610834
2016,MT,CH,38919713.6569205
2016,MT,CN,85740047.1553812
2016,MT,CY,15834751.3970487
2016,MT,CZ,15420190.2384507
2016,MT,DE,61559004.1615507
2016,MT,DK,20091118.4091848
2016,MT,EE,9667457.37489543
2016,MT,ES,40368769.8405828
2016,MT,FI,32515093.6568505
2016,MT,FR,61568480.7403434
2016,MT,GB,87640576.6856767
2016,MT,GR,25495415.5302605
2016,MT,HR,12148639.417938
2016,MT,HU,14632052.4777247
2016,MT,ID,33909754.9515743
2016,MT,IE,24037457.7119914
2016,MT,IN,43444111.4887542
2016,MT,IT,68820230.5062727
2016,MT,JP,68201950.4460859
2016,MT,KR,30764941.2483873
2016,MT,LT,9696098.86000898
2016,MT,LU,5742872.01871835
2016,MT,LV,9523885.02752722
2016,MT,MT,713655008.091479
2016,MT,MX,31229755.1422114
2016,MT,NL,27298621.5022595
2016,MT,NO,37475535.8160618
2016,MT,PL,24201259.3909574
2016,MT,PT,25185985.716787
2016,MT,RO,20509893.4611055
2016,MT,RU,36766210.926863
2016,MT,SE,30311197.8942397
2016,MT,SI,11941478.3914375
2016,MT,SK,13627482.7668649
2016,MT,TR,34997199.9614932
2016,MT,TW,124305327.283036
2016,MT,US,94202559.7028362
2016,MT,WA,65903891.157545
2016,MT,WE,26905055.5809628
2016,MT,WF,68026013.1906916
2016,MT,WL,38649303.4149799
2016,MT,WM,124190278.438499
2016,MT,ZA,21538526.5410751
2016,MX,AT,371103072.4511
2016,MX,AU,1089277070.81302
2016,MX,BE,775862304.957973
2016,MX,BG,58687766.4038759
2016,MX,BR,1748649050.17601
2016,MX,CA,5657066609.53164
2016,MX,CH,2997168686.82371
2016,MX,CN,6996607598.83437
2016,MX,CY,46136369.7272685
2016,MX,CZ,195491143.916461
2016,MX,DE,3118563461.58415
2016,MX,DK,216370665.447962
2016,MX,EE,31465299.8388504
2016,MX,ES,1717633044.81281
2016,MX,FI,259047226.951139
2016,MX,FR,1884486560.83329
2016,MX,GB,3999767650.16201
2016,MX,GR,173124640.683014
2016,MX,HR,43243958.8327052
2016,MX,HU,163100920.288431
2016,MX,ID,375159650.454513
2016,MX,IE,705066057.4681
2016,MX,IN,3248371954.06176
2016,MX,IT,1215727952.62379
2016,MX,JP,3989257063.37279
2016,MX,KR,1900186625.32193
2016,MX,LT,34572666.6551385
2016,MX,LU,62421440.7868682
2016,MX,LV,33224157.4456151
2016,MX,MT,15138153.0445005
2016,MX,MX,470365227785.211
2016,MX,NL,776560067.444491
2016,MX,NO,422758100.967827
2016,MX,PL,377660522.450819
2016,MX,PT,237663422.948624
2016,MX,RO,150292960.944357
2016,MX,RU,713171922.054667
2016,MX,SE,391953783.06639
2016,MX,SI,47645595.5927131
2016,MX,SK,102280308.495049
2016,MX,TR,856741260.631943
2016,MX,TW,1492147387.69512
2016,MX,US,103372045526.357
2016,MX,WA,8355473800.19044
2016,MX,WE,309494165.878815
2016,MX,WF,1871401513.37858
2016,MX,WL,14219631401.5606
2016,MX,WM,4548265004.22914
2016,MX,ZA,288551488.396295
2016,NL,AT,1015885670.78403
2016,NL,AU,1021273778.48948
2016,NL,BE,7125555095.87773
2016,NL,BG,135400127.915108
2016,NL,BR,963846097.604531
2016,NL,CA,1147954939.69264
2016,NL,CH,1743712800.67325
2016,NL,CN,6873554635.5776
2016,NL,CY,64755547.2211597
2016,NL,CZ,640764794.64408
2016,NL,DE,14541083854.4124
2016,NL,DK,852813374.315739
2016,NL,EE,65257363.1508387
2016,NL,ES,2448269703.70639
2016,NL,FI,748757995.841799
2016,NL,FR,6769417826.71837
2016,NL,GB,11677620296.478
2016,NL,GR,620056288.959152
2016,NL,HR,120920776.832723
2016,NL,HU,453411557.955679
2016,NL,ID,466328208.52207
2016,NL,IE,1035048469.58189
2016,NL,IN,1502239917.32685
2016,NL,IT,3885501281.65512
2016,NL,JP,2629144841.29908
2016,NL,KR,1419118180.07367
2016,NL,LT,128549489.302268
2016,NL,LU,735493351.596499
2016,NL,LV,68297681.512667
2016,NL,MT,22865449.8060346
2016,NL,MX,1123883802.92601
2016,NL,NL,107159419268.424
2016,NL,NO,964472755.073921
2016,NL,PL,1344763663.21881
2016,NL,PT,473546403.64495
2016,NL,RO,378541279.755788
2016,NL,RU,1619056467.28257
2016,NL,SE,1708326902.65711
2016,NL,SI,90382556.2568276
2016,NL,SK,244710038.965501
2016,NL,TR,1102438351.78298
2016,NL,TW,1473694677.46117
2016,NL,US,8216265364.16489
2016,NL,WA,5066224154.26477
2016,NL,WE,666595425.053089
2016,NL,WF,2602891375.21632
2016,NL,WL,2172002314.37554
2016,NL,WM,4735695532.65053
2016,NL,ZA,356157267.423224
2016,NO,AT,192601375.722311
2016,NO,AU,334663798.119992
2016,NO,BE,807010594.484114
2016,NO,BG,33330553.0273594
2016,NO,BR,334613996.43962
2016,NO,CA,407272576.167639
2016,NO,CH,546322678.95513
2016,NO,CN,2201549260.51219
2016,NO,CY,41932596.775204
2016,NO,CZ,124485917.693806
2016,NO,DE,4081308474.09592
2016,NO,DK,473862665.968088
2016,NO,EE,34450700.084564
2016,NO,ES,693674691.048499
2016,NO,FI,344192588.4819
2016,NO,FR,1579630272.01813
2016,NO,GB,3776167265.89471
2016,NO,GR,116001770.712189
2016,NO,HR,25714930.148991
2016,NO,HU,72200110.7190997
2016,NO,ID,167309782.576209
2016,NO,IE,310619122.053641
2016,NO,IN,701151107.144935
2016,NO,IT,798752579.448867
2016,NO,JP,848262866.750038
2016,NO,KR,473561694.332312
2016,NO,LT,119765579.2399
2016,NO,LU,93812678.7646919
2016,NO,LV,34529848.0933448
2016,NO,MT,7436180.79000348
2016,NO,MX,323288960.484293
