year,origin,destination,GWP
2013,BG,WL,239476613.130232
2013,BG,WM,1676536311.34578
2013,BG,ZA,46117439.7033397
2013,BR,AT,472300303.619787
2013,BR,AU,998224020.075276
2013,BR,BE,1450032283.65686
2013,BR,BG,137328671.013471
2013,BR,BR,914043072491.209
2013,BR,CA,2410285219.98687
2013,BR,CH,1353282445.63817
2013,BR,CN,27410155566.5914
2013,BR,CY,29841107.9426378
2013,BR,CZ,220011972.27267
2013,BR,DE,4796959148.6119
2013,BR,DK,281283322.237514
2013,BR,EE,38200776.1370312
2013,BR,ES,2162614012.86503
2013,BR,FI,499316147.75777
2013,BR,FR,2331022363.84547
2013,BR,GB,3365691466.38999
2013,BR,GR,255556504.046841
2013,BR,HR,76090666.0655099
2013,BR,HU,155451343.879861
2013,BR,ID,1334996463.94459
2013,BR,IE,303013434.85211
2013,BR,IN,2387110537.77208
2013,BR,IT,3307229875.31288
2013,BR,JP,5807079887.66748
2013,BR,KR,3487003522.1264
2013,BR,LT,60054465.5461652
2013,BR,LU,157987616.475745
2013,BR,LV,25642262.6085932
2013,BR,MT,11385091.8684729
2013,BR,MX,2373387562.62792
2013,BR,NL,4787402475.42038
2013,BR,NO,1483375523.56188
2013,BR,PL,484715796.729579
2013,BR,PT,577060341.896892
2013,BR,RO,202517238.030711
2013,BR,RU,15227012247.2578
2013,BR,SE,803980696.05647
2013,BR,SI,118525915.29369
2013,BR,SK,105657941.385013
2013,BR,TR,1306721573.12559
2013,BR,TW,1778796423.23571
2013,BR,US,20347392454.1404
2013,BR,WA,28263918085.9792
2013,BR,WE,1244183186.26178
2013,BR,WF,6836029580.67584
2013,BR,WL,50806044099.5746
2013,BR,WM,28458044287.8478
2013,BR,ZA,386866934.994177
2013,CA,AT,552696517.081059
2013,CA,AU,1820933254.43644
2013,CA,BE,1456453732.91435
2013,CA,BG,90174632.8939458
2013,CA,BR,4306375831.18856
2013,CA,CA,418239538732.335
2013,CA,CH,1401548805.32496
2013,CA,CN,21546335209.0414
2013,CA,CY,35332375.0087609
2013,CA,CZ,289823551.614444
2013,CA,DE,4523413435.89318
2013,CA,DK,421410218.457538
2013,CA,EE,33299713.6295886
2013,CA,ES,1430095382.80116
2013,CA,FI,441421557.629002
2013,CA,FR,3900203798.78721
2013,CA,GB,4833255735.83357
2013,CA,GR,248301088.60052
2013,CA,HR,61354653.9716837
2013,CA,HU,188217205.904741
2013,CA,ID,1544507705.88859
2013,CA,IE,546101817.513003
2013,CA,IN,2987342756.13515
2013,CA,IT,2172258355.28682
2013,CA,JP,9209522066.78182
2013,CA,KR,2700311914.24226
2013,CA,LT,58227608.6302306
2013,CA,LU,148430544.840123
2013,CA,LV,36535961.0764088
2013,CA,MT,29785583.4514869
2013,CA,MX,9956450189.5743
2013,CA,NL,2119067277.23053
2013,CA,NO,2246437541.55837
2013,CA,PL,555661110.987854
2013,CA,PT,362196436.725521
2013,CA,RO,183378144.766561
2013,CA,RU,2135464709.60086
2013,CA,SE,698215936.604943
2013,CA,SI,88817235.7928696
2013,CA,SK,110692561.668701
2013,CA,TR,1436527567.34126
2013,CA,TW,3037448984.09404
2013,CA,US,176131586504.644
2013,CA,WA,12943888566.4608
2013,CA,WE,982811763.130007
2013,CA,WF,4522097715.72878
2013,CA,WL,15454205960.23
2013,CA,WM,6676061613.00286
2013,CA,ZA,338536178.186049
2013,CH,AT,391987925.697628
2013,CH,AU,468285707.98074
2013,CH,BE,448218654.747756
2013,CH,BG,29603528.9973866
2013,CH,BR,573588833.999957
2013,CH,CA,558767528.41007
2013,CH,CH,39006956103.6891
2013,CH,CN,2061055786.54556
2013,CH,CY,29401329.926408
2013,CH,CZ,111832537.757871
2013,CH,DE,2566610064.22886
2013,CH,DK,210288218.038103
2013,CH,EE,15463551.1066131
2013,CH,ES,538034109.922285
2013,CH,FI,203397093.151405
2013,CH,FR,1635095265.05202
2013,CH,GB,1073534635.99266
2013,CH,GR,116553277.250047
2013,CH,HR,26914733.9590173
2013,CH,HU,87132619.6244971
2013,CH,ID,205834259.820428
2013,CH,IE,176388547.132042
2013,CH,IN,519679236.115067
2013,CH,IT,1138862164.02765
2013,CH,JP,1164828950.59271
2013,CH,KR,544575850.437815
2013,CH,LT,21905546.0598617
2013,CH,LU,54648954.3571885
2013,CH,LV,13636621.0978422
2013,CH,MT,5615016.37688905
2013,CH,MX,383555641.736023
2013,CH,NL,486461165.471751
2013,CH,NO,245508325.626987
2013,CH,PL,205132209.594635
2013,CH,PT,136548432.680139
2013,CH,RO,72114240.9905642
2013,CH,RU,602042461.94485
2013,CH,SE,291083323.624273
2013,CH,SI,30456942.7923034
2013,CH,SK,45783202.4992257
2013,CH,TR,336316636.669601
2013,CH,TW,676772102.346661
2013,CH,US,2573053939.94929
2013,CH,WA,1346189137.59904
2013,CH,WE,349630648.216052
2013,CH,WF,1215386072.95143
2013,CH,WL,705048191.744884
2013,CH,WM,1417379550.28478
2013,CH,ZA,251992479.354468
2013,CN,AT,6270078132.1508
2013,CN,AU,56260188682.1816
2013,CN,BE,14785292205.6805
2013,CN,BG,1455085683.39508
2013,CN,BR,50404704841.203
2013,CN,CA,44026925463.2359
2013,CN,CH,16664653156.4471
2013,CN,CN,9141246284634.09
2013,CN,CY,441160015.667884
2013,CN,CZ,5583132368.33531
2013,CN,DE,93804599737.4796
2013,CN,DK,6159513927.49049
2013,CN,EE,616086857.924811
2013,CN,ES,21143748093.987
2013,CN,FI,5362291775.06951
2013,CN,FR,49531251887.4562
2013,CN,GB,73180083789.0894
2013,CN,GR,4178099268.61914
2013,CN,HR,1104535127.42458
2013,CN,HU,3241910438.88353
2013,CN,ID,39164760099.7712
2013,CN,IE,4705218882.48222
2013,CN,IN,72183429438.0408
2013,CN,IT,31242370605.5187
2013,CN,JP,147231755763.726
2013,CN,KR,84002582890.0832
2013,CN,LT,1028261645.46712
2013,CN,LU,1206635585.81218
2013,CN,LV,447398448.072346
2013,CN,MT,391415420.15361
2013,CN,MX,39661912802.5981
2013,CN,NL,27444651997.9089
2013,CN,NO,10522463319.7592
2013,CN,PL,12678662598.4658
2013,CN,PT,2918769136.14163
2013,CN,RO,3387036698.43436
2013,CN,RU,66386329209.6121
2013,CN,SE,10129969971.7976
2013,CN,SI,1424889029.5569
2013,CN,SK,2507555748.42295
2013,CN,TR,29811319717.849
2013,CN,TW,9461090270.00754
2013,CN,US,454691583735.748
2013,CN,WA,792932204548.917
2013,CN,WE,14787956884.7377
2013,CN,WF,113599479154.319
2013,CN,WL,152083531105.277
2013,CN,WM,212267113304.98
2013,CN,ZA,6822281897.73967
2013,CY,AT,33818593.7942878
2013,CY,AU,59327913.9870943
2013,CY,BE,38550145.1173123
2013,CY,BG,26278507.0517641
2013,CY,BR,63067977.1996142
2013,CY,CA,51518019.1490779
2013,CY,CH,55309424.8372175
2013,CY,CN,147530724.663243
2013,CY,CY,9255086762.78734
2013,CY,CZ,21268043.8680962
2013,CY,DE,99847578.3142328
2013,CY,DK,22009685.0347507
2013,CY,EE,5209501.49398332
2013,CY,ES,51048906.6782242
2013,CY,FI,38557711.663647
2013,CY,FR,86180113.7602945
2013,CY,GB,135275450.126371
2013,CY,GR,85606694.2691594
2013,CY,HR,10513290.5670558
2013,CY,HU,17288916.0346652
2013,CY,ID,33885152.1268696
2013,CY,IE,26074879.8953566
2013,CY,IN,70478533.6828986
2013,CY,IT,69983903.5176132
2013,CY,JP,76451871.027116
2013,CY,KR,53505936.4216646
2013,CY,LT,4892671.85825891
2013,CY,LU,5082467.70960301
2013,CY,LV,5007494.12829804
2013,CY,MT,1883012.27700391
2013,CY,MX,47200753.6681849
2013,CY,NL,36594746.4359847
2013,CY,NO,55020878.9498472
2013,CY,PL,34457232.5082175
2013,CY,PT,27774623.0971939
2013,CY,RO,25593177.3345267
2013,CY,RU,75171573.5100257
2013,CY,SE,45692540.898977
2013,CY,SI,7001349.49578505
2013,CY,SK,12160587.3736594
2013,CY,TR,87638681.2038857
2013,CY,TW,584628324.307209
2013,CY,US,135194117.307764
2013,CY,WA,139604214.431149
2013,CY,WE,35615847.7640021
2013,CY,WF,122169223.202831
2013,CY,WL,70535592.389768
2013,CY,WM,605929024.025562
2013,CY,ZA,15478134.9370544
2013,CZ,AT,2050921333.3502
2013,CZ,AU,429482545.193796
2013,CZ,BE,678739097.346063
2013,CZ,BG,242949036.864835
2013,CZ,BR,432460259.338437
2013,CZ,CA,489894792.773948
2013,CZ,CH,928671264.624986
2013,CZ,CN,1901167067.14177
2013,CZ,CY,20915583.5721601
2013,CZ,CZ,72591528635.2491
2013,CZ,DE,11044737567.4475
2013,CZ,DK,325819253.988584
2013,CZ,EE,43573512.3272348
2013,CZ,ES,653395839.409992
2013,CZ,FI,246216555.821599
2013,CZ,FR,2076801134.52823
2013,CZ,GB,2048510668.44462
2013,CZ,GR,242761689.539078
2013,CZ,HR,353073251.218616
2013,CZ,HU,710592665.00593
2013,CZ,ID,201439609.289164
2013,CZ,IE,194062197.320999
2013,CZ,IN,432615185.38741
2013,CZ,IT,2877087532.35103
2013,CZ,JP,584844719.407103
2013,CZ,KR,377232904.396009
2013,CZ,LT,97689052.8015127
2013,CZ,LU,68432350.0590807
2013,CZ,LV,34989438.0773672
2013,CZ,MT,7420849.6576738
2013,CZ,MX,352278102.403458
2013,CZ,NL,669691536.615715
2013,CZ,NO,487771227.645604
2013,CZ,PL,1906909760.05342
2013,CZ,PT,156035030.986766
2013,CZ,RO,445228789.139625
2013,CZ,RU,1865516500.68627
2013,CZ,SE,649610338.257667
2013,CZ,SI,238507110.152754
2013,CZ,SK,3893300044.62819
2013,CZ,TR,908988929.238233
2013,CZ,TW,1327293983.23644
2013,CZ,US,2138753526.33804
2013,CZ,WA,1614098468.1032
2013,CZ,WE,738559825.120273
2013,CZ,WF,761449097.786978
2013,CZ,WL,723955176.408508
2013,CZ,WM,1755730649.76045
2013,CZ,ZA,109159119.159642
2013,DE,AT,12378690385.2593
2013,DE,AU,3147368070.31029
2013,DE,BE,7096263823.97878
2013,DE,BG,551991425.005847
2013,DE,BR,4481673876.187
2013,DE,CA,3808043428.03017
2013,DE,CH,13254989425.8965
2013,DE,CN,40707542025.9936
2013,DE,CY,107951064.47549
2013,DE,CZ,4216036857.67268
2013,DE,DE,666386206303.432
2013,DE,DK,4179011579.73246
2013,DE,EE,200160203.401089
2013,DE,ES,6151004150.17074
2013,DE,FI,1653965612.5178
2013,DE,FR,23374671009.9772
2013,DE,GB,16983216061.7259
2013,DE,GR,1317660636.47339
2013,DE,HR,465151308.845883
2013,DE,HU,1871700814.80605
2013,DE,ID,1406401271.11358
2013,DE,IE,1357064194.14211
2013,DE,IN,4093116645.4876
2013,DE,IT,16030922631.1074
2013,DE,JP,10950060847.6144
2013,DE,KR,4864307770.61021
2013,DE,LT,384251952.031302
2013,DE,LU,832204646.26937
2013,DE,LV,162499313.636367
2013,DE,MT,45399747.9512796
2013,DE,MX,3393903787.98822
2013,DE,NL,12648470648.2754
2013,DE,NO,3100193090.55819
2013,DE,PL,7703793923.66049
2013,DE,PT,1109744683.98331
2013,DE,RO,1631255171.13694
2013,DE,RU,9847029075.44785
2013,DE,SE,4636489820.46817
2013,DE,SI,828040784.330373
2013,DE,SK,1282401240.19584
2013,DE,TR,4942610439.91901
2013,DE,TW,3525287947.79704
2013,DE,US,41300225563.545
2013,DE,WA,16740684179.4431
2013,DE,WE,2891420780.02175
2013,DE,WF,7625608757.24924
2013,DE,WL,7139708968.53684
2013,DE,WM,15276092103.9837
2013,DE,ZA,1030203866.08357
2013,DK,AT,258149002.705092
2013,DK,AU,476362128.536912
2013,DK,BE,447790372.11309
2013,DK,BG,49269039.1802679
2013,DK,BR,613303340.274192
2013,DK,CA,462170238.186071
2013,DK,CH,608752944.336722
2013,DK,CN,8517988009.92075
2013,DK,CY,20958291.4126183
2013,DK,CZ,163876226.040982
2013,DK,DE,5485541474.92727
2013,DK,DK,30731711963.2064
2013,DK,EE,39714116.2643962
2013,DK,ES,705644128.57918
2013,DK,FI,485987451.942115
2013,DK,FR,1728609026.92544
2013,DK,GB,2511585062.36053
2013,DK,GR,177883126.189565
2013,DK,HR,40802190.3347406
2013,DK,HU,118422469.887715
2013,DK,ID,206887725.271236
2013,DK,IE,233094201.904599
2013,DK,IN,537285664.504212
2013,DK,IT,882580348.737554
2013,DK,JP,2549763395.90717
2013,DK,KR,895843542.517917
2013,DK,LT,88760466.9232044
2013,DK,LU,45122187.1396754
2013,DK,LV,39541872.0939891
2013,DK,MT,12573811.0569755
2013,DK,MX,434638174.123474
2013,DK,NL,705790766.252385
2013,DK,NO,2309665249.22157
2013,DK,PL,610778882.449757
2013,DK,PT,144350733.563171
2013,DK,RO,122082200.577261
2013,DK,RU,1056608586.55376
2013,DK,SE,2720193569.32596
2013,DK,SI,30817410.2122657
2013,DK,SK,74515430.9084734
2013,DK,TR,346629439.838165
2013,DK,TW,1070820258.97748
2013,DK,US,4253297631.75022
2013,DK,WA,2334395224.10265
2013,DK,WE,289991638.781671
2013,DK,WF,761518441.697262
2013,DK,WL,1116380862.71016
2013,DK,WM,1756621179.93783
2013,DK,ZA,92545261.6563491
2013,EE,AT,62286247.1070824
2013,EE,AU,102659065.457272
2013,EE,BE,114700870.757204
2013,EE,BG,21824463.4812856
2013,EE,BR,107791019.960459
2013,EE,CA,96836087.8600335
2013,EE,CH,117685030.688068
2013,EE,CN,338802375.094786
2013,EE,CY,11377657.8810931
2013,EE,CZ,49725770.7904748
2013,EE,DE,367558155.659516
2013,EE,DK,111864340.617584
2013,EE,EE,9344802441.02457
2013,EE,ES,108161386.491562
2013,EE,FI,703014387.046731
2013,EE,FR,224654573.882155
2013,EE,GB,260335715.872361
2013,EE,GR,43514709.7611633
2013,EE,HR,16297168.5814285
2013,EE,HU,31368877.3617279
2013,EE,ID,57155137.2830441
2013,EE,IE,56052471.2685279
2013,EE,IN,126027432.130584
2013,EE,IT,145647795.516448
2013,EE,JP,165342539.8422
2013,EE,KR,105531387.113605
2013,EE,LT,821864615.926773
2013,EE,LU,14265471.2501443
2013,EE,LV,920130501.243783
2013,EE,MT,4567493.96532015
2013,EE,MX,79125865.7407328
2013,EE,NL,122541365.439341
2013,EE,NO,311670363.459069
2013,EE,PL,123865032.575468
2013,EE,PT,45772698.0801688
2013,EE,RO,31631655.9969477
2013,EE,RU,1030132027.28533
2013,EE,SE,363303519.680757
2013,EE,SI,14641849.432863
2013,EE,SK,33948001.5761191
2013,EE,TR,125722154.656643
2013,EE,TW,842260839.4957
2013,EE,US,460755403.683831
2013,EE,WA,390144866.696078
2013,EE,WE,125458762.133607
2013,EE,WF,188754152.758198
2013,EE,WL,133867407.449923
2013,EE,WM,360223408.903315
2013,EE,ZA,29023722.517583
2013,ES,AT,538332697.622008
2013,ES,AU,983738830.354763
2013,ES,BE,1250585689.40018
2013,ES,BG,245984239.868869
2013,ES,BR,1690525008.44588
2013,ES,CA,1012155620.79933
2013,ES,CH,1351071265.72567
2013,ES,CN,5130513312.38704
2013,ES,CY,31703621.0507746
2013,ES,CZ,364213320.104722
2013,ES,DE,7268741858.29591
2013,ES,DK,418790187.819416
2013,ES,EE,38042723.0904553
2013,ES,ES,234626059934.562
2013,ES,FI,336069481.514891
2013,ES,FR,10534588953.1751
2013,ES,GB,5805832767.06289
2013,ES,GR,484847204.896228
2013,ES,HR,70441725.906694
2013,ES,HU,256643255.789056
2013,ES,ID,312113103.204574
2013,ES,IE,346735845.189177
2013,ES,IN,1085454990.37573
2013,ES,IT,4441263035.80496
2013,ES,JP,2265897285.27033
2013,ES,KR,1073875362.88003
2013,ES,LT,93018513.8687245
2013,ES,LU,111053910.291723
2013,ES,LV,28150724.7126993
2013,ES,MT,17148892.2764797
2013,ES,MX,1183367009.09312
2013,ES,NL,1257048376.54538
2013,ES,NO,707575396.521943
2013,ES,PL,877262023.710891
2013,ES,PT,4043995543.65241
2013,ES,RO,331667421.550265
2013,ES,RU,2419555698.79753
2013,ES,SE,883188954.293454
2013,ES,SI,125322876.39099
2013,ES,SK,145531093.801234
2013,ES,TR,1542928814.20791
2013,ES,TW,1935572682.81709
2013,ES,US,9216660744.6531
2013,ES,WA,3740592973.24728
2013,ES,WE,1119452704.74686
2013,ES,WF,7398066459.5101
2013,ES,WL,3822293214.64823
2013,ES,WM,5015389468.40212
2013,ES,ZA,206910844.111256
2013,FI,AT,188088770.819785
2013,FI,AU,367934450.974162
2013,FI,BE,562990512.210014
2013,FI,BG,38128159.8969536
2013,FI,BR,424205854.54425
2013,FI,CA,511030571.596745
2013,FI,CH,430349504.970866
2013,FI,CN,1914504405.39617
2013,FI,CY,23096311.078902
2013,FI,CZ,123303851.864936
2013,FI,DE,1799786653.65668
2013,FI,DK,301251560.240124
2013,FI,EE,253667390.676137
2013,FI,ES,400084704.338918
2013,FI,FI,39872499518.4247
2013,FI,FR,1044244184.59494
2013,FI,GB,1583607760.48652
2013,FI,GR,108201503.12639
2013,FI,HR,25116302.71152
2013,FI,HU,95782129.6996966
2013,FI,ID,161045077.306103
2013,FI,IE,207967070.537746
2013,FI,IN,420793989.479493
2013,FI,IT,612523030.39208
2013,FI,JP,757195570.181981
2013,FI,KR,399317649.988717
2013,FI,LT,84459238.4679243
2013,FI,LU,52128284.6937703
2013,FI,LV,73257512.1809328
2013,FI,MT,5497551.04586082
2013,FI,MX,353463724.505968
2013,FI,NL,679383984.381127
2013,FI,NO,690431773.436846
2013,FI,PL,373307242.718666
2013,FI,PT,117475213.622356
2013,FI,RO,96952020.5308279
2013,FI,RU,2147768389.2676
2013,FI,SE,2039925358.93224
2013,FI,SI,27081935.9113106
2013,FI,SK,58073106.8619152
2013,FI,TR,454857100.436581
2013,FI,TW,1469815613.08669
2013,FI,US,2235234961.09293
2013,FI,WA,1579508492.33697
2013,FI,WE,318141959.123916
2013,FI,WF,744947758.340469
2013,FI,WL,727922576.111833
2013,FI,WM,1435301471.86265
2013,FI,ZA,99176394.6257149
2013,FR,AT,1000279111.09305
2013,FR,AU,1260013294.92542
2013,FR,BE,4655409225.61081
2013,FR,BG,205593230.057852
2013,FR,BR,1845460541.78355
2013,FR,CA,1597664431.3884
2013,FR,CH,3354399223.84696
2013,FR,CN,10065201028.0411
2013,FR,CY,67586140.6364883
2013,FR,CZ,562268546.566378
2013,FR,DE,14846191099.3129
2013,FR,DK,703970997.267863
2013,FR,EE,56013081.1561146
2013,FR,ES,6133518022.0955
2013,FR,FI,533834833.006703
2013,FR,FR,337835392848.25
2013,FR,GB,9291853798.41101
2013,FR,GR,1212894308.41168
2013,FR,HR,101452825.266535
2013,FR,HU,413155620.025321
2013,FR,ID,546741736.889422
2013,FR,IE,681728876.786671
2013,FR,IN,1555427550.77631
2013,FR,IT,12198951921.4194
2013,FR,JP,3958641856.76705
2013,FR,KR,2021597181.95773
2013,FR,LT,105521351.032833
2013,FR,LU,731086076.015495
2013,FR,LV,39103194.9277916
2013,FR,MT,28438195.6592549
2013,FR,MX,1202477802.73854
2013,FR,NL,3162570996.96267
2013,FR,NO,858660117.422435
2013,FR,PL,1236844558.99093
2013,FR,PT,946312634.214628
2013,FR,RO,601754862.151608
2013,FR,RU,3125338637.36756
2013,FR,SE,1285348552.76867
2013,FR,SI,139267469.306216
2013,FR,SK,257763738.972871
2013,FR,TR,1927364900.31031
2013,FR,TW,1729772239.19019
2013,FR,US,14765376214.659
2013,FR,WA,6733308192.13651
2013,FR,WE,997836175.840503
2013,FR,WF,9401200919.7215
2013,FR,WL,2953309557.60048
2013,FR,WM,7601910121.98849
2013,FR,ZA,356691558.195887
2013,GB,AT,690591175.206626
2013,GB,AU,1867269866.11087
2013,GB,BE,2767583242.38817
2013,GB,BG,124641045.050164
2013,GB,BR,2274345979.42769
2013,GB,CA,2307925091.51259
2013,GB,CH,2509493014.47346
2013,GB,CN,12708566256.4813
2013,GB,CY,74710306.2817839
2013,GB,CZ,413132386.696256
2013,GB,DE,10517343774.1053
2013,GB,DK,957485575.841928
2013,GB,EE,75552002.0231127
2013,GB,ES,3048091277.63364
2013,GB,FI,641318416.686955
2013,GB,FR,8887359447.03768
2013,GB,GB,448919013729.234
2013,GB,GR,426777329.997006
2013,GB,HR,66982667.9666211
2013,GB,HU,305089505.734785
2013,GB,ID,642037261.362526
2013,GB,IE,4450262031.28862
2013,GB,IN,2366518242.32929
2013,GB,IT,3594573542.35564
2013,GB,JP,5629477327.95171
2013,GB,KR,2564820987.64816
2013,GB,LT,95187327.4708671
2013,GB,LU,333990477.8299
2013,GB,LV,54689247.5788529
2013,GB,MT,38291817.4349246
2013,GB,MX,1531307330.83371
2013,GB,NL,3516048776.87154
2013,GB,NO,1415008685.63139
2013,GB,PL,987954408.148791
2013,GB,PT,517997590.522076
2013,GB,RO,295486318.879555
2013,GB,RU,3512420142.54085
2013,GB,SE,1751960897.57737
2013,GB,SI,123747630.266171
2013,GB,SK,151048141.190339
2013,GB,TR,1732418660.74117
2013,GB,TW,2531457037.89172
2013,GB,US,25812614620.0667
2013,GB,WA,9631730712.70732
2013,GB,WE,1352906049.30399
2013,GB,WF,4547686443.88774
2013,GB,WL,4008269486.91213
2013,GB,WM,8746237770.20621
2013,GB,ZA,763372642.219384
2013,GR,AT,387926434.201162
2013,GR,AU,693762591.325794
2013,GR,BE,541999821.55261
2013,GR,BG,781063122.673534
2013,GR,BR,1021411751.42304
2013,GR,CA,579408526.721179
