country;year;GWP_Imports;GWP_Exports;Employment_pba;GWP_pba;ValueAdded_pba;PrimaryEnergyProduction;FinalEnergyConsumption;EnergyExports;EnergyImports;EnergyNetTrade;validityTest;population;GreenPatents_n;FossilShare;RenewShare
SVN;1995;9899321516;5261524386;1133.302871;16549748969;16325.36004;34373.54;47259.484;3425.931;39572.058;-36146.127;23260.183;1989.872;0;73.19;
SVN;1996;11718770758;3259222126;909.3;13127923962;16936.87378;33307.916;51838.452;3153.103;44133.919;-40980.816;22450.28;1988.628;0;74.25;
SVN;1997;8306664006;3568844602;899.7994931;13935259393;18310.50345;34713.164;52676.218;3388.594;45954.546;-42565.952;24602.898;1985.956;0;74.58;
SVN;1998;9170544473;3547308847;920.3;14304892131;19752.15125;35270.965;50650.208;4663.515;44216.07;-39552.555;24173.312;1981.629;0;73.82;
SVN;1999;10372322217;3209894773;927.197002;14512974303;21308.97176;33211.15;51127.849;5639.043;47705.429;-42066.386;24149.687;1983.045;1;74.49;
SVN;2000;11208758702;4919209607;912.7;14079792195;21969.69837;37198.822;52829.129;8321.813;47888.923;-39567.11;23936.803;1988.925;1;69.28;
SVN;2001;10382146986;5246046843;919.1;14683066327;23310.48156;38984.596;55610.316;6821.809;46518.829;-39697.02;23071.3;1992.06;0;68.65;
SVN;2002;10172980758;5420442064;935.2;15318645634;24840.31173;40049.711;54375.093;6332.473;46764.043;-40431.57;26106.188;1994.53;1;69.03;
SVN;2003;9925589618;4390215365;946;15209239573;26198.492;39594.43;56242.945;6961.176;50288.338;-43327.162;26678.647;1995.733;1;68.67;
SVN;2004;11461511922;5606260810;920.4;15160320622;27667.11039;41659.238;57381.135;9885.811;53489.468;-43603.657;27881.76;1997.012;6;68.44;18.397
SVN;2005;12832511894;5263307194;965.4997788;15394558730;29100.82802;43386.883;59439.741;12328.389;57159.258;-44830.869;28778.011;2000.474;0;66.98;19.809
SVN;2006;13083425589;5544006564;973.8;15541917464;31442.12112;41902.83;59300.751;12686.661;57333.074;-44646.413;27248.492;2006.868;4;68.41;18.416
SVN;2007;13262631040;5274985139;985.9;16017070340;35026.56635;43085.656;59502.219;10952.717;56193.395;-45240.678;28824.115;2018.122;0;67.58;19.675
SVN;2008;14171376139;5037719977;1005.899994;15608805328;37771.66616;45291.992;63641.604;14307.884;64687.75;-50379.866;32030.254;2021.316;0;68.11;18.646
SVN;2009;11733869819;5380661632;991.3999996;15915093802;36109.13581;42176.604;56319.356;16557.84;56858.473;-40300.633;26157.881;2039.669;1;68.87;20.765
SVN;2010;10174077728;4420693753;975.1;14285082652;36328.92088;42912.372;58701.729;18741.95;60421.166;-41679.216;25889.859;2048.583;5;68.16;21.081
SVN;2011;12281448806;5125739372;962.199925;14418309762;37008.88409;43536.218;58583.038;16867.033;57758.805;-40891.772;25844.952;2052.843;6;66.55;20.937
SVN;2012;12269560088;6281972797;931.5;15174122244;36255.02605;40587.971;57101.178;18147.759;60420.758;-42272.999;25759.792;2057.159;6;66.78;21.551
SVN;2013;11804501081;6321555297;918.8999966;14927249152;36444.46714;40884.205;55873.193;19955.457;57730.635;-37775.178;22786.19;2059.953;8;65.53;23.16
SVN;2014;10969396368;5946788973;905.6527921;14274625063;37584.25669;41452.323;53591.224;26555.61;61298.85;-34743.24;22604.339;2061.98;5;61.89;22.459
SVN;2015;11270537832;5311835978;889.7237589;12558860639;38837.47039;38579.824;54838.275;29411.303;67045.466;-37634.163;21375.712;2063.531;11;62.75;22.879
SVN;2016;10107061138;5948825921;928.335306;13267353800;40415.87634;40514.8;56913.244;33658.932;72607.515;-38948.583;22550.139;2065.042;6;64.56;21.975
SVN;2017;10420824188;6484676369;919.6230161;13657296039;43008.41236;41297.577;57672.936;34308.656;75973.108;-41664.452;25289.093;2066.388;9;63.82;21.658
SVN;2018;11764590114;6638813598;956.1175383;13699803202;45860.82645;39708.718;57599.873;34547.362;76633.083;-42085.721;24194.566;2073.894;13;64.85;21.378
SVN;2019;12944452078;6882979490;1017.403498;13794804843;48391.44914;39327.331;56553.072;36744.522;78655.416;-41910.894;24685.153;2088.385;5;63.8;21.968
SVN;2020;;;;;;40974.895;51705.486;31739.781;66037.64;-34297.859;23567.268;2102.419;2;60.98;25
SVN;2021;;;;;;38167.027;55447.441;27566.217;65055.818;-37489.601;20209.187;2108.079;0;60.93;25
SVN;2022;;;;;;35022.348;55291.138;36084.591;76056.748;-39972.157;19703.367;2111.986;0;60.58;25.002
SWE;1990;;;;;;343126.907;351051.299;115773.066;329112.108;-213339.042;205414.65;8558.835;38;39.7;
SWE;1991;;;;;;363136.497;355717.754;108197.011;314388.995;-206191.984;213610.727;8617.375;35;38.19;
SWE;1992;;;;;;337178.45;375364.407;125689.643;331609.989;-205920.346;167734.389;8668.067;68;40.07;
SWE;1993;;;;;;335261.395;378982.633;127793.352;342341.2;-214547.848;170826.61;8718.561;66;40.29;
SWE;1994;;;;;;357620.771;384507.703;114191.164;353046.914;-238855.75;211968.818;8780.745;83;40.33;
SWE;1995;74345976910;15668004375;3994.661911;54551434524;204363.1972;364443.433;392884.588;124272.745;350266.815;-225994.07;197552.915;8826.939;92;40.29;
SWE;1996;49539379344;19864933953;4203.198779;60411204017;229775.3272;365904.078;403863.485;125706.835;373432.256;-247725.421;209766.014;8840.998;70;40.11;
SWE;1997;59852925746;22433322890;4138.7;65883860340;236460.6257;372187.257;396343.033;132728.346;363352.509;-230624.163;206468.387;8846.062;87;39.32;
SWE;1998;60008179639;22255303709;4062.799999;60294313848;241557.5338;388911.521;400009.362;126283.328;358415.47;-232132.142;221034.301;8850.974;84;39.15;
SWE;1999;61294467026;22554816282;3986.7;61616587804;257150.7249;380186.955;394369.357;131588.654;343418.251;-211829.597;197647.195;8857.874;110;38.97;
SWE;2000;74085486429;23800832498;4205.6;61510001811;284575.7767;349038.89;391544.698;143204.24;367551.051;-224346.811;181841.003;8872.109;97;39;
SWE;2001;68727548699;23599817687;4285.5;58405951684;270650.9732;387808.889;384006.993;136715.242;360635.964;-223920.722;227722.618;8895.96;101;38.1;
SWE;2002;54223934490;23255848712;4492.3;58662277385;282200.1083;363688.02;381649.062;125064.788;356885.546;-231820.758;213859.716;8924.958;79;41.14;
SWE;2003;54468617035;21484216770;4502.4;57843039763;295559.6181;354162.003;378887.315;130483.412;395756.503;-265273.091;240547.779;8958.229;107;40.82;
SWE;2004;56944048959;24284224204;4505;59411920769;309605.8715;393676.776;376144.093;148025.973;384470.15;-236444.177;253976.86;8993.531;103;39.53;38.427
SWE;2005;61619489503;26227537233;4461.5;58074892981;315263.0023;393255.034;368795.821;146255.599;382474.183;-236218.584;260677.797;9029.572;121;38.86;39.982
SWE;2006;65164427517;26899864999;4477.6;56426651391;336962.9006;371733.181;368843.504;143753.214;375810.919;-232057.705;234947.382;9080.505;94;38.77;41.734
SWE;2007;69371440570;26096923418;4571.1;56409620186;358449.303;379629.291;369809.903;140085.084;362310.012;-222224.928;232044.316;9148.092;122;37.71;43.224
SWE;2008;67527124508;27643516047;4680.4;54116257937;351989.5395;375966.513;361736.476;161163.849;391885.023;-230721.174;244951.211;9219.637;193;38.66;43.922
SWE;2009;56057480351;26549670624;4572.2;52664340097;312973.8465;335929.988;351894.669;153127.397;361571.251;-208443.854;192479.173;9298.515;211;38.52;47.024
SWE;2010;60106143679;23347354076;4483.9;49199064100;374000.5724;369333.302;377632.722;163260.668;394855.937;-231595.269;223295.849;9378.126;246;40.04;46.099
SWE;2011;65013575019;25813121201;4511.2;55255987725;412423.9317;386651.887;372912.075;155880.7;378888.771;-223008.071;236747.883;9449.213;383;38.65;47.632
SWE;2012;65248393726;24943707413;4603.7;51194433678;430015.3544;413814.074;375783.591;191927.56;375775.426;-183847.866;221878.349;9519.374;356;35.62;49.403
SWE;2013;66182264822;23599657704;4631.3;49001765000;441865.6892;400922.844;368340.459;141688.105;338146.7;-196458.595;229040.98;9600.379;540;34.95;50.153
SWE;2014;64616564217;23423952930;4623.718119;48258319849;438060.984;405673.94;359702.233;181350.016;373352.48;-192002.464;237974.171;9696.11;421;34.28;51.151
SWE;2015;61943994983;23101850218;4377.689389;47192920077;455253.5208;416603.455;366472.33;214107.088;384956.853;-170849.765;220980.89;9799.186;378;30.3;52.22
SWE;2016;63349219709;23736772757;4403.935164;48008380878;465854.794;411233.216;372598.234;228051.214;426006.943;-197955.729;236590.711;9923.085;352;32.5;52.597
SWE;2017;60256518013;22719523506;4253.550567;46842291866;478904.7975;425258.165;370413.727;246977.465;410269.33;-163291.865;218136.303;10057.698;344;32;53.39
SWE;2018;63384417657;22407199121;4242.281584;46614031037;470326.3095;425641.979;369010.578;236288.969;414970.054;-178681.085;235312.486;10175.214;233;32.94;53.916
SWE;2019;60412387002;23562756749;4213.429922;47309767866;474215.1577;430556.403;364067.429;177605.207;358548.784;-180943.577;247432.551;10278.887;166;31.63;55.785
SWE;2020;;;;;;400901.286;360753.4;198508.353;374596.092;-176087.739;216235.625;10353.442;69;31.45;60.124
SWE;2021;;;;;;415222.553;373975.552;239087.884;361811.923;-122724.039;163971.04;10415.811;9;31.39;62.527
SWE;2022;;;;;;415192.189;362880.931;224830.95;374172.667;-149341.717;201652.975;10486.941;1;30.4;66.287
