country,year,ShareRenewables_PrimEnProd,ShareFossils_PrimEnProd
AUT,1990,0.613331301554052,0.362943581907592
AUT,1991,0.613805553917207,0.360591190355909
AUT,1992,0.628764613049268,0.341517347566592
AUT,1993,0.644460666638599,0.332882206094585
AUT,1994,0.656209391682308,0.318090574698445
AUT,1995,0.666109308794311,0.308216980903532
AUT,1996,0.666447403350818,0.299970451723911
AUT,1997,0.677780312994556,0.291316932108338
AUT,1998,0.670091469757331,0.301739175877706
AUT,1999,0.684828498554824,0.291185095942899
AUT,2000,0.674312967089455,0.299255303214172
AUT,2001,0.68358004929364,0.284981897219626
AUT,2002,0.66015413527739,0.303123167855328
AUT,2003,0.645045980838391,0.311031375688304
AUT,2004,0.669133068990186,0.277569879057511
AUT,2005,0.729275549004897,0.230345322828531
AUT,2006,0.716241782903377,0.236124032282992
AUT,2007,0.73258682200994,0.223305869042474
AUT,2008,0.753792597806038,0.200151675046535
