iso3c,year,GDP_ppp,GDP_real,ShareFossils_GrossAvEn,ShareRenewables_GrossAvEn
NLD,2005,963864127043.504,692147557481.115,95.09,2.379
NLD,2005,963864127043.504,692147557481.115,95.09,0.499
NLD,2006,997959617814.06,716631413655.269,94.82,2.778
NLD,2006,997959617814.06,716631413655.269,94.82,6.541
NLD,2006,997959617814.06,716631413655.269,94.82,2.7
NLD,2006,997959617814.06,716631413655.269,94.82,0.85
NLD,2007,1036733407796.08,744474740611.177,94.86,3.298
NLD,2007,1036733407796.08,744474740611.177,94.86,5.963
NLD,2007,1036733407796.08,744474740611.177,94.86,2.914
NLD,2007,1036733407796.08,744474740611.177,94.86,3.182
NLD,2008,1058679145018.12,760233900008.412,94.54,3.596
NLD,2008,1058679145018.12,760233900008.412,94.54,7.464
NLD,2008,1058679145018.12,760233900008.412,94.54,3.024
NLD,2008,1058679145018.12,760233900008.412,94.54,2.981
NLD,2009,1019875479471.86,732369119511.251,95.05,4.266
NLD,2009,1019875479471.86,732369119511.251,95.05,9.069
NLD,2009,1019875479471.86,732369119511.251,95.05,3.37
NLD,2009,1019875479471.86,732369119511.251,95.05,4.57
NLD,2010,1033330903023.56,742031413484.932,95.53,3.917
NLD,2010,1033330903023.56,742031413484.932,95.53,9.601
NLD,2010,1033330903023.56,742031413484.932,95.53,3.1
NLD,2010,1033330903023.56,742031413484.932,95.53,3.397
NLD,2011,1051655427060.36,755190191987.229,94.5,4.524
NLD,2011,1051655427060.36,755190191987.229,94.5,9.74
NLD,2011,1051655427060.36,755190191987.229,94.5,3.688
NLD,2011,1051655427060.36,755190191987.229,94.5,5.068
NLD,2012,1041371530430.35,747805360729.234,93.63,4.659
NLD,2012,1041371530430.35,747805360729.234,93.63,10.35
NLD,2012,1041371530430.35,747805360729.234,93.63,3.768
NLD,2012,1041371530430.35,747805360729.234,93.63,5.217
NLD,2013,1041056698285.86,747579280835.076,93.78,4.691
NLD,2013,1041056698285.86,747579280835.076,93.78,9.911
NLD,2013,1041056698285.86,747579280835.076,93.78,4.002
NLD,2013,1041056698285.86,747579280835.076,93.78,5.343
NLD,2014,1057844883483.58,759634819632.632,93.49,5.415
NLD,2014,1057844883483.58,759634819632.632,93.49,9.924
NLD,2014,1057844883483.58,759634819632.632,93.49,4.925
NLD,2014,1057844883483.58,759634819632.632,93.49,6.562
NLD,2015,1080277597346.85,775743675302.734,93.71,5.714
NLD,2015,1080277597346.85,775743675302.734,93.71,11.04
NLD,2015,1080277597346.85,775743675302.734,93.71,5.278
NLD,2015,1080277597346.85,775743675302.734,93.71,5.597
NLD,2016,1106466613365.77,794549918798.828,94.07,5.846
NLD,2016,1106466613365.77,794549918798.828,94.07,12.55
NLD,2016,1106466613365.77,794549918798.828,94.07,5.192
NLD,2016,1106466613365.77,794549918798.828,94.07,4.761
NLD,2017,1137243492284.32,816650691068.16,93.98,6.507
NLD,2017,1137243492284.32,816650691068.16,93.98,13.812
NLD,2017,1137243492284.32,816650691068.16,93.98,5.75
NLD,2017,1137243492284.32,816650691068.16,93.98,5.842
NLD,2018,1162930870448.27,835096710123.568,92.89,7.394
NLD,2018,1162930870448.27,835096710123.568,92.89,15.171
NLD,2018,1162930870448.27,835096710123.568,92.89,6.16
NLD,2018,1162930870448.27,835096710123.568,92.89,9.483
NLD,2019,1189679345652.34,854304699361.253,92.37,8.886
NLD,2019,1189679345652.34,854304699361.253,92.37,18.23
NLD,2019,1189679345652.34,854304699361.253,92.37,7.217
NLD,2019,1189679345652.34,854304699361.253,92.37,12.326
NLD,2020,1143663103033.57,821260591753.75,90.41,13.999
NLD,2020,1143663103033.57,821260591753.75,90.41,26.407
NLD,2020,1143663103033.57,821260591753.75,90.41,8.053
NLD,2020,1143663103033.57,821260591753.75,90.41,12.631
NLD,2021,1215448900158.82,872809728969.262,89.13,12.956
NLD,2021,1215448900158.82,872809728969.262,89.13,33.251
NLD,2021,1215448900158.82,872809728969.262,89.13,7.785
NLD,2021,1215448900158.82,872809728969.262,89.13,9.222
NLD,2022,1276309277916.82,916513359627.026,87.52,14.902
NLD,2022,1276309277916.82,916513359627.026,87.52,39.65
NLD,2022,1276309277916.82,916513359627.026,87.52,8.597
NLD,2022,1276309277916.82,916513359627.026,87.52,11.08
NLD,2023,1277260903324.92,917196718601.978,86.81,17.154
NLD,2023,1277260903324.92,917196718601.978,86.81,46.4
NLD,2023,1277260903324.92,917196718601.978,86.81,9.613
NLD,2023,1277260903324.92,917196718601.978,86.81,13.435
POL,1990,497144929092.485,194797367584.792,98.56,
POL,1991,462267334876.542,181131204775.169,98.89,
POL,1992,473893259485.896,185686615837.644,98.84,
POL,1993,491608859990.742,192628157713.225,96.33,
POL,1994,517628743892.049,202823584825.574,96.26,
POL,1995,558674941083.643,218906804615.997,96.31,
POL,1996,592719907470.419,232246717071.23,96.54,
POL,1997,630410411306.078,247015068311.447,96.42,
POL,1998,659545530348.521,258431144714.153,96.22,
POL,1999,690538793606.484,270575301764.16,96.44,
POL,2000,722692576084.64,283174187558.032,96.36,
POL,2001,731608757034.696,286667833930.23,96.13,
POL,2002,745518061604.729,292117946677.278,96.03,
POL,2003,771785430071.96,302410346199.761,96.42,
POL,2004,811075447738.613,317805438387.054,96.14,6.882
POL,2004,811075447738.613,317805438387.054,96.14,2.049
POL,2004,811075447738.613,317805438387.054,96.14,10.207
POL,2004,811075447738.613,317805438387.054,96.14,1.581
POL,2005,837523180432.12,328168510412.522,96.18,6.867
POL,2005,837523180432.12,328168510412.522,96.18,2.512
POL,2005,837523180432.12,328168510412.522,96.18,10.161
POL,2005,837523180432.12,328168510412.522,96.18,1.746
POL,2006,889467265148.102,348521872927.444,96.14,6.859
POL,2006,889467265148.102,348521872927.444,96.14,2.86
POL,2006,889467265148.102,348521872927.444,96.14,10.168
POL,2006,889467265148.102,348521872927.444,96.14,1.817
POL,2007,949599235775.833,372083512402.176,95.49,6.903
POL,2007,949599235775.833,372083512402.176,95.49,3.316
POL,2007,949599235775.833,372083512402.176,95.49,10.46
POL,2007,949599235775.833,372083512402.176,95.49,1.746
POL,2008,991227488772.314,388394800371.402,94.39,7.686
POL,2008,991227488772.314,388394800371.402,94.39,4.248
POL,2008,991227488772.314,388394800371.402,94.39,10.846
POL,2008,991227488772.314,388394800371.402,94.39,4.143
POL,2009,1017149362252.05,398551823849.317,93.54,8.676
POL,2009,1017149362252.05,398551823849.317,93.54,5.713
POL,2009,1017149362252.05,398551823849.317,93.54,11.607
POL,2009,1017149362252.05,398551823849.317,93.54,5.408
POL,2010,1049382087931.35,411181642127.603,92.9,9.281
POL,2010,1049382087931.35,411181642127.603,92.9,6.549
POL,2010,1049382087931.35,411181642127.603,92.9,11.812
POL,2010,1049382087931.35,411181642127.603,92.9,6.64
POL,2011,1104531970738.23,432791139408.41,92.56,10.337
POL,2011,1104531970738.23,432791139408.41,92.56,8.078
POL,2011,1104531970738.23,432791139408.41,92.56,13.24
POL,2011,1104531970738.23,432791139408.41,92.56,6.918
POL,2012,1121230082682.34,439333996551.267,91.36,10.955
POL,2012,1121230082682.34,439333996551.267,91.36,10.61
POL,2012,1121230082682.34,439333996551.267,91.36,13.497
POL,2012,1121230082682.34,439333996551.267,91.36,6.533
POL,2013,1128901994206.53,442340098156.254,91.58,11.452
POL,2013,1128901994206.53,442340098156.254,91.58,10.676
POL,2013,1128901994206.53,442340098156.254,91.58,14.265
POL,2013,1128901994206.53,442340098156.254,91.58,6.666
POL,2014,1173160694244.78,459682079851.439,90.57,11.605
POL,2014,1173160694244.78,459682079851.439,90.57,12.36
POL,2014,1173160694244.78,459682079851.439,90.57,14.237
POL,2014,1173160694244.78,459682079851.439,90.57,6.319
POL,2015,1225152442780.32,480054118583.367,90.5,11.881
POL,2015,1225152442780.32,480054118583.367,90.5,13.401
POL,2015,1225152442780.32,480054118583.367,90.5,14.795
POL,2015,1225152442780.32,480054118583.367,90.5,5.686
POL,2016,1262288990122.21,494605411858.337,90.97,11.396
POL,2016,1262288990122.21,494605411858.337,90.97,13.342
POL,2016,1262288990122.21,494605411858.337,90.97,14.919
POL,2016,1262288990122.21,494605411858.337,90.97,3.974
POL,2017,1327327896809.84,520089746650.75,91.21,11.059
POL,2017,1327327896809.84,520089746650.75,91.21,13.082
POL,2017,1327327896809.84,520089746650.75,91.21,14.779
POL,2017,1327327896809.84,520089746650.75,91.21,4.232
POL,2018,1410230918709.19,552573816155.989,88.39,14.936
POL,2018,1410230918709.19,552573816155.989,88.39,13.027
POL,2018,1410230918709.19,552573816155.989,88.39,21.473
POL,2018,1410230918709.19,552573816155.989,88.39,5.72
POL,2019,1474825956077.2,577884228677.544,87.18,15.377
POL,2019,1474825956077.2,577884228677.544,87.18,14.356
POL,2019,1474825956077.2,577884228677.544,87.18,22.005
POL,2019,1474825956077.2,577884228677.544,87.18,6.2
POL,2020,1444804858707.04,566120997479.772,86.33,16.102
POL,2020,1444804858707.04,566120997479.772,86.33,16.237
POL,2020,1444804858707.04,566120997479.772,86.33,22.143
POL,2020,1444804858707.04,566120997479.772,86.33,6.575
POL,2021,1544889130357.82,605337233054.782,88,15.62
POL,2021,1544889130357.82,605337233054.782,88,17.167
POL,2021,1544889130357.82,605337233054.782,88,21.007
POL,2021,1544889130357.82,605337233054.782,88,5.677
POL,2022,1626080113897.62,637150470884.733,87.11,16.847
POL,2022,1626080113897.62,637150470884.733,87.11,21.009
POL,2022,1626080113897.62,637150470884.733,87.11,22.476
POL,2022,1626080113897.62,637150470884.733,87.11,5.803
POL,2023,1628337645714.79,638035044435.602,85.37,16.496
POL,2023,1628337645714.79,638035044435.602,85.37,25.793
POL,2023,1628337645714.79,638035044435.602,85.37,20.242
POL,2023,1628337645714.79,638035044435.602,85.37,5.986
PRT,1990,272884544732.034,145687643482.991,81.63,
PRT,1991,284804705655.714,152051580863.96,81.81,
PRT,1992,287907585519.989,153708146851.898,84.55,
PRT,1993,282024835099.634,150567463136.073,82.95,
PRT,1994,284745919445.462,152020196072.823,81.79,
PRT,1995,296940962585.138,158530887614.323,83.99,
PRT,1996,307346838780.839,164086378427.538,81.52,
PRT,1997,320872764977.948,171307602024.194,81.94,
PRT,1998,336300210086.32,179544008835.027,84.21,
PRT,1999,349438037566.492,186558034227.897,87.33,
PRT,2000,362773213556.996,193677420074.374,85.26,
PRT,2001,369824335489.929,197441874156.334,84.52,
PRT,2002,372675403301.888,198964002686.34,86.29,
PRT,2003,369207580090.798,197112600687.244,83.08,
PRT,2004,375811727733.688,200638424065.227,84.1,19.205
PRT,2004,375811727733.688,200638424065.227,84.1,27.39
PRT,2004,375811727733.688,200638424065.227,84.1,32.49
PRT,2004,375811727733.688,200638424065.227,84.1,0.424
PRT,2005,378750003299.768,202207111084.663,85.5,19.523
PRT,2005,378750003299.768,202207111084.663,85.5,27.703
PRT,2005,378750003299.768,202207111084.663,85.5,32.075
PRT,2005,378750003299.768,202207111084.663,85.5,0.45
PRT,2006,384904822045.332,205493046680.564,82.5,20.792
PRT,2006,384904822045.332,205493046680.564,82.5,29.308
PRT,2006,384904822045.332,205493046680.564,82.5,34.234
PRT,2006,384904822045.332,205493046680.564,82.5,1.631
PRT,2007,394552768237.007,210643893704.517,80.8,21.907
PRT,2007,394552768237.007,210643893704.517,80.8,32.285
PRT,2007,394552768237.007,210643893704.517,80.8,34.951
PRT,2007,394552768237.007,210643893704.517,80.8,2.433
PRT,2008,395812366753.914,211316368358.012,80.32,22.929
PRT,2008,395812366753.914,211316368358.012,80.32,34.063
PRT,2008,395812366753.914,211316368358.012,80.32,37.451
PRT,2008,395812366753.914,211316368358.012,80.32,2.515
PRT,2009,383454795443.735,204718906251.388,79.74,24.405
PRT,2009,383454795443.735,204718906251.388,79.74,37.562
PRT,2009,383454795443.735,204718906251.388,79.74,37.931
PRT,2009,383454795443.735,204718906251.388,79.74,3.885
PRT,2010,390117799955.878,208276152143.946,77.11,24.15
PRT,2010,390117799955.878,208276152143.946,77.11,40.608
PRT,2010,390117799955.878,208276152143.946,77.11,33.814
PRT,2010,390117799955.878,208276152143.946,77.11,5.548
PRT,2011,383433024158.742,204707282994.346,77.88,24.603
PRT,2011,383433024158.742,204707282994.346,77.88,45.78
PRT,2011,383433024158.742,204707282994.346,77.88,35.184
PRT,2011,383433024158.742,204707282994.346,77.88,0.695
PRT,2012,367900525742.198,196414790306.892,78.07,24.574
PRT,2012,367900525742.198,196414790306.892,78.07,47.505
PRT,2012,367900525742.198,196414790306.892,78.07,33.153
PRT,2012,367900525742.198,196414790306.892,78.07,0.807
PRT,2013,364279991805.271,194481859081.567,75.95,25.699
PRT,2013,364279991805.271,194481859081.567,75.95,49.101
PRT,2013,364279991805.271,194481859081.567,75.95,34.628
PRT,2013,364279991805.271,194481859081.567,75.95,0.925
PRT,2014,366980732593.558,195923730996.63,73.47,29.508
PRT,2014,366980732593.558,195923730996.63,73.47,52.054
PRT,2014,366980732593.558,195923730996.63,73.47,40.454
PRT,2014,366980732593.558,195923730996.63,73.47,3.667
PRT,2015,372814986001.065,199038523119.639,76.21,30.514
PRT,2015,372814986001.065,199038523119.639,76.21,52.616
PRT,2015,372814986001.065,199038523119.639,76.21,40.1
PRT,2015,372814986001.065,199038523119.639,76.21,7.431
PRT,2016,380286724338.629,203027535953.584,76.15,30.864
PRT,2016,380286724338.629,203027535953.584,76.15,53.99
PRT,2016,380286724338.629,203027535953.584,76.15,41.614
PRT,2016,380286724338.629,203027535953.584,76.15,7.647
PRT,2017,392892167422.74,209757331881.699,79.44,30.611
PRT,2017,392892167422.74,209757331881.699,79.44,54.168
PRT,2017,392892167422.74,209757331881.699,79.44,41.022
PRT,2017,392892167422.74,209757331881.699,79.44,7.914
PRT,2018,404467880266.176,215937375267.637,76.33,30.203
PRT,2018,404467880266.176,215937375267.637,76.33,52.186
PRT,2018,404467880266.176,215937375267.637,76.33,40.924
PRT,2018,404467880266.176,215937375267.637,76.33,9.037
PRT,2019,415573293036.565,221866334776.915,74.45,30.623
PRT,2019,415573293036.565,221866334776.915,74.45,53.774
PRT,2019,415573293036.565,221866334776.915,74.45,41.657
PRT,2019,415573293036.565,221866334776.915,74.45,9.089
PRT,2020,381477033392.672,203663018337.793,70.59,33.982
PRT,2020,381477033392.672,203663018337.793,70.59,58.032
PRT,2020,381477033392.672,203663018337.793,70.59,41.546
PRT,2020,381477033392.672,203663018337.793,70.59,9.701
PRT,2021,402682416685.112,214984151691.324,68.27,33.982
PRT,2021,402682416685.112,214984151691.324,68.27,58.433
PRT,2021,402682416685.112,214984151691.324,68.27,42.681
PRT,2021,402682416685.112,214984151691.324,68.27,8.611
PRT,2022,430813173827.975,230002604720.83,68.59,34.675
PRT,2022,430813173827.975,230002604720.83,68.59,60.991
PRT,2022,430813173827.975,230002604720.83,68.59,45.545
PRT,2022,430813173827.975,230002604720.83,68.59,8.706
PRT,2023,441696725649.458,235813117071.956,64.75,35.163
PRT,2023,441696725649.458,235813117071.956,64.75,63.01
PRT,2023,441696725649.458,235813117071.956,64.75,47.098
PRT,2023,441696725649.458,235813117071.956,64.75,11.162
ROU,1990,381959286772.046,116460149704.559,96.21,
ROU,1991,332616981204.711,101415582149.459,95.04,
ROU,1992,303455690591.409,92524246376.2034,95.33,
ROU,1993,308095025871.19,93938788972.5597,94.75,
ROU,1994,320209145841.268,97632408355.8641,94.61,
ROU,1995,340169419719.185,103718335742.553,93.97,
ROU,1996,353462227236.838,107771339314.171,91.09,
ROU,1997,336322622083.097,102545439457.276,86.07,
ROU,1998,329495902095.208,100463958892.948,85.34,
ROU,1999,328254820504.929,100085550636.348,84.43,
ROU,2000,336333882206.896,102548872691.521,85.34,
ROU,2001,353884404755.182,107900062083.039,87.25,
ROU,2002,374066402810.571,114053593614.452,87.14,
ROU,2003,382823848409.387,116723756275.208,87.26,
ROU,2004,422745151981.749,128895841498.556,85.01,16.811
ROU,2004,422745151981.749,128895841498.556,85.01,28.427
ROU,2004,422745151981.749,128895841498.556,85.01,17.337
ROU,2004,422745151981.749,128895841498.556,85.01,1.819
ROU,2005,442479521554.043,134912890211.095,84.17,17.571
ROU,2005,442479521554.043,134912890211.095,84.17,28.775
ROU,2005,442479521554.043,134912890211.095,84.17,17.928
ROU,2005,442479521554.043,134912890211.095,84.17,1.872
ROU,2006,478005366389.568,145744791283.304,85.37,17.096
ROU,2006,478005366389.568,145744791283.304,85.37,28.054
ROU,2006,478005366389.568,145744791283.304,85.37,17.582
ROU,2006,478005366389.568,145744791283.304,85.37,1.538
ROU,2007,512583355598.414,156287689281.09,83.54,18.195
ROU,2007,512583355598.414,156287689281.09,83.54,28.108
ROU,2007,512583355598.414,156287689281.09,83.54,19.465
ROU,2007,512583355598.414,156287689281.09,83.54,1.641
ROU,2008,560291883143.585,170834114652.888,80.16,20.204
ROU,2008,560291883143.585,170834114652.888,80.16,28.075
ROU,2008,560291883143.585,170834114652.888,80.16,23.167
ROU,2008,560291883143.585,170834114652.888,80.16,1.345
ROU,2009,529382226321.019,161409698529.133,76.87,22.157
ROU,2009,529382226321.019,161409698529.133,76.87,30.894
ROU,2009,529382226321.019,161409698529.133,76.87,26.433
ROU,2009,529382226321.019,161409698529.133,76.87,1.297
ROU,2010,508705554059.811,155105339843.99,75.48,22.834
ROU,2010,508705554059.811,155105339843.99,75.48,30.378
ROU,2010,508705554059.811,155105339843.99,75.48,27.227
ROU,2010,508705554059.811,155105339843.99,75.48,1.366
ROU,2011,531574865496.487,162078238594.701,77.96,21.743
ROU,2011,531574865496.487,162078238594.701,77.96,31.131
ROU,2011,531574865496.487,162078238594.701,77.96,24.306
ROU,2011,531574865496.487,162078238594.701,77.96,5.535
ROU,2012,541694014833.68,165163587446.019,76.5,22.825
ROU,2012,541694014833.68,165163587446.019,76.5,33.567
ROU,2012,541694014833.68,165163587446.019,76.5,25.745
ROU,2012,541694014833.68,165163587446.019,76.5,4.962
ROU,2013,543204105408.976,165624017079.639,73.99,23.886
ROU,2013,543204105408.976,165624017079.639,73.99,37.516
ROU,2013,543204105408.976,165624017079.639,73.99,26.195
ROU,2013,543204105408.976,165624017079.639,73.99,5.445
ROU,2014,565562392323.083,172441103432.375,73.31,24.845
ROU,2014,565562392323.083,172441103432.375,73.31,41.679
ROU,2014,565562392323.083,172441103432.375,73.31,26.739
ROU,2014,565562392323.083,172441103432.375,73.31,4.675
ROU,2015,583417400958.767,177885131240.315,73.89,24.785
ROU,2015,583417400958.767,177885131240.315,73.89,43.161
ROU,2015,583417400958.767,177885131240.315,73.89,25.886
ROU,2015,583417400958.767,177885131240.315,73.89,5.488
ROU,2016,600102744953.75,182972525962.275,73.07,25.032
ROU,2016,600102744953.75,182972525962.275,73.07,42.712
ROU,2016,600102744953.75,182972525962.275,73.07,26.865
ROU,2016,600102744953.75,182972525962.275,73.07,6.169
ROU,2017,649284034992.58,197967999561.02,74.08,24.454
ROU,2017,649284034992.58,197967999561.02,74.08,41.965
ROU,2017,649284034992.58,197967999561.02,74.08,26.581
ROU,2017,649284034992.58,197967999561.02,74.08,6.558
ROU,2018,689026256322.049,210085482250.697,74.13,23.875
ROU,2018,689026256322.049,210085482250.697,74.13,41.793
ROU,2018,689026256322.049,210085482250.697,74.13,25.434
ROU,2018,689026256322.049,210085482250.697,74.13,6.342
ROU,2019,716058574350.825,218327690029.17,72.96,24.29
ROU,2019,716058574350.825,218327690029.17,72.96,42.616
ROU,2019,716058574350.825,218327690029.17,72.96,25.739
ROU,2019,716058574350.825,218327690029.17,72.96,7.846
ROU,2020,689747829734.841,210305491425.986,71.75,24.478
ROU,2020,689747829734.841,210305491425.986,71.75,43.374
ROU,2020,689747829734.841,210305491425.986,71.75,25.327
ROU,2020,689747829734.841,210305491425.986,71.75,8.54
ROU,2021,727999241522.918,221968423307.804,72.47,23.871
ROU,2021,727999241522.918,221968423307.804,72.47,42.676
ROU,2021,727999241522.918,221968423307.804,72.47,24.573
ROU,2021,727999241522.918,221968423307.804,72.47,8.917
ROU,2022,756866651234.461,230770154206.928,71.79,24.229
ROU,2022,756866651234.461,230770154206.928,71.79,43.726
ROU,2022,756866651234.461,230770154206.928,71.79,26.251
ROU,2022,756866651234.461,230770154206.928,71.79,8.924
ROU,2023,775063782535.723,236318495899.176,71.13,25.757
ROU,2023,775063782535.723,236318495899.176,71.13,47.391
ROU,2023,775063782535.723,236318495899.176,71.13,29.126
ROU,2023,775063782535.723,236318495899.176,71.13,8.025
SVK,1990,93044197446.8378,45559569455.0707,81.77,
SVK,1991,79484118620.6163,38919807169.4918,80.88,
SVK,1992,74141604445.4056,36303817647.2082,80.99,
SVK,1993,75551277157.397,36994071135.2625,79.94,
SVK,1994,80239635380.1862,39289749833.5871,78.01,
SVK,1995,84928435454.7938,41585644886.9254,79.94,
SVK,1996,90125698208.892,44130511304.3812,79.85,
SVK,1997,95069850114.1383,46551440693.9027,79.9,
SVK,1998,98707323833.3163,48332548394.3004,80.11,
SVK,1999,98240179963.6159,48103808997.7433,77.95,
SVK,2000,99015516609.6259,48483456571.093,74.56,
SVK,2001,101911877938.515,49901674780.841,72.9,
SVK,2002,106413584357.758,52105958464.3133,72.35,
SVK,2003,111581770996.296,54636587612.3566,71.94,
SVK,2004,117595469413.239,57581225947.9722,71.94,6.391
SVK,2004,117595469413.239,57581225947.9722,71.94,15.403
SVK,2004,117595469413.239,57581225947.9722,71.94,5.062
SVK,2004,117595469413.239,57581225947.9722,71.94,1.5
SVK,2005,125221455658.852,61315329304.8089,71.87,6.36
SVK,2005,125221455658.852,61315329304.8089,71.87,15.735
SVK,2005,125221455658.852,61315329304.8089,71.87,5.031
SVK,2005,125221455658.852,61315329304.8089,71.87,1.66
SVK,2006,136398330794.484,66788143655.4668,70.62,6.584
SVK,2006,136398330794.484,66788143655.4668,70.62,16.566
SVK,2006,136398330794.484,66788143655.4668,70.62,4.451
SVK,2006,136398330794.484,66788143655.4668,70.62,3.295
SVK,2007,151154763072.479,74013706557.0379,70.76,7.766
SVK,2007,151154763072.479,74013706557.0379,70.76,16.467
SVK,2007,151154763072.479,74013706557.0379,70.76,6.232
SVK,2007,151154763072.479,74013706557.0379,70.76,3.994
SVK,2008,159261762803.077,77983340638.8351,70.24,7.723
SVK,2008,159261762803.077,77983340638.8351,70.24,17.013
SVK,2008,159261762803.077,77983340638.8351,70.24,6.097
SVK,2008,159261762803.077,77983340638.8351,70.24,4.278
SVK,2009,150493863781.536,73690093822.7164,69.88,9.368
SVK,2009,150493863781.536,73690093822.7164,69.88,17.765
SVK,2009,150493863781.536,73690093822.7164,69.88,8.178
SVK,2009,150493863781.536,73690093822.7164,69.88,5.364
SVK,2010,160713273217.507,78694080172.9019,67.53,9.099
SVK,2010,160713273217.507,78694080172.9019,67.53,17.774
SVK,2010,160713273217.507,78694080172.9019,67.53,7.898
SVK,2010,160713273217.507,78694080172.9019,67.53,5.292
SVK,2011,164831429599.284,80710556609.3781,66.13,10.348
SVK,2011,164831429599.284,80710556609.3781,66.13,19.305
SVK,2011,164831429599.284,80710556609.3781,66.13,9.258
SVK,2011,164831429599.284,80710556609.3781,66.13,5.727
SVK,2012,167417916849.046,81977043383.7687,64.21,10.453
SVK,2012,167417916849.046,81977043383.7687,64.21,20.054
SVK,2012,167417916849.046,81977043383.7687,64.21,8.803
SVK,2012,167417916849.046,81977043383.7687,64.21,5.596
SVK,2013,168595406627.032,82553607304.9464,64.34,10.133
SVK,2013,168595406627.032,82553607304.9464,64.34,20.8
SVK,2013,168595406627.032,82553607304.9464,64.34,7.875
SVK,2013,168595406627.032,82553607304.9464,64.34,6.212
SVK,2014,173160886992.069,84789118228.7254,63.16,11.713
SVK,2014,173160886992.069,84789118228.7254,63.16,22.87
SVK,2014,173160886992.069,84789118228.7254,63.16,8.865
SVK,2014,173160886992.069,84789118228.7254,63.16,7.951
SVK,2015,182125217470.737,89178548717.3324,62.04,12.882
SVK,2015,182125217470.737,89178548717.3324,62.04,22.656
SVK,2015,182125217470.737,89178548717.3324,62.04,10.791
SVK,2015,182125217470.737,89178548717.3324,62.04,8.631
SVK,2016,185672687107.454,90915585456.2015,62.6,12.029
SVK,2016,185672687107.454,90915585456.2015,62.6,22.513
SVK,2016,185672687107.454,90915585456.2015,62.6,9.879
SVK,2016,185672687107.454,90915585456.2015,62.6,7.765
SVK,2017,191010279733.18,93529165116.4867,63.79,11.465
SVK,2017,191010279733.18,93529165116.4867,63.79,21.343
SVK,2017,191010279733.18,93529165116.4867,63.79,9.837
SVK,2017,191010279733.18,93529165116.4867,63.79,6.95
SVK,2018,198769347214.691,97328432384.4156,64.94,11.896
SVK,2018,198769347214.691,97328432384.4156,64.94,21.499
SVK,2018,198769347214.691,97328432384.4156,64.94,10.599
SVK,2018,198769347214.691,97328432384.4156,64.94,6.988
SVK,2019,203293137161.228,99543529380.5199,62.43,16.894
SVK,2019,203293137161.228,99543529380.5199,62.43,22.103
SVK,2019,203293137161.228,99543529380.5199,62.43,19.696
SVK,2019,203293137161.228,99543529380.5199,62.43,8.308
SVK,2020,198036967629.059,96969818956.4464,62.18,17.345
SVK,2020,198036967629.059,96969818956.4464,62.18,23.066
SVK,2020,198036967629.059,96969818956.4464,62.18,19.427
SVK,2020,198036967629.059,96969818956.4464,62.18,9.259
SVK,2021,209378522070.375,102523269375.456,63.78,17.419
SVK,2021,209378522070.375,102523269375.456,63.78,22.402
SVK,2021,209378522070.375,102523269375.456,63.78,19.521
SVK,2021,209378522070.375,102523269375.456,63.78,8.755
SVK,2022,210320042584.157,102984289733.717,61.65,17.481
SVK,2022,210320042584.157,102984289733.717,61.65,22.901
SVK,2022,210320042584.157,102984289733.717,61.65,19.882
SVK,2022,210320042584.157,102984289733.717,61.65,8.931
SVK,2023,213218962121.779,104403760583.519,59.79,16.99
SVK,2023,213218962121.779,104403760583.519,59.79,24.201
SVK,2023,213218962121.779,104403760583.519,59.79,18.794
SVK,2023,213218962121.779,104403760583.519,59.79,9.182
SVN,1990,51053629155.4813,27206132491.6917,71.61,
SVN,1991,46509801058.3943,24784757336.3165,69.83,
SVN,1992,43968646091.5274,23430593100.5096,72.37,
SVN,1993,45218859066.4543,24096823110.0376,73.78,
SVN,1994,47627887336.1942,25380577925.6488,72.07,
SVN,1995,49584040090.5556,26422998452.6414,73.19,
SVN,1996,51028730052.4138,27192863928.6496,74.25,
SVN,1997,53667599220.5916,28599099399.1789,74.58,
SVN,1998,55311879122.92,29475324999.9082,73.82,
SVN,1999,58225714862.7133,31028088290.3379,74.49,
SVN,2000,60262401721.608,32113424895.0762,69.28,
SVN,2001,61967036229.4563,33021813055.4789,68.65,
SVN,2002,64001155914.741,34105781630.823,69.03,
SVN,2003,66046012756.8033,35195471964.1441,68.67,
SVN,2004,69048477406.7584,36795464999.3019,68.44,18.397
SVN,2004,69048477406.7584,36795464999.3019,68.44,29.271
SVN,2004,69048477406.7584,36795464999.3019,68.44,22.824
SVN,2004,69048477406.7584,36795464999.3019,68.44,0.85
SVN,2005,71709693269.4666,38213608871.6863,66.98,19.809
SVN,2005,71709693269.4666,38213608871.6863,66.98,28.654
SVN,2005,71709693269.4666,38213608871.6863,66.98,26.404
SVN,2005,71709693269.4666,38213608871.6863,66.98,0.831
SVN,2006,75946864323.0797,40471568569.7812,68.41,18.416
SVN,2006,75946864323.0797,40471568569.7812,68.41,28.231
SVN,2006,75946864323.0797,40471568569.7812,68.41,24.354
SVN,2006,75946864323.0797,40471568569.7812,68.41,1.056
SVN,2007,81368886977.3575,43360927644.6472,67.58,19.675
SVN,2007,81368886977.3575,43360927644.6472,67.58,27.697
SVN,2007,81368886977.3575,43360927644.6472,67.58,29.311
SVN,2007,81368886977.3575,43360927644.6472,67.58,1.473
SVN,2008,84112839535.048,44823161340.2793,68.11,18.646
SVN,2008,84112839535.048,44823161340.2793,68.11,29.962
